restoration_case_id,model_name,algorithm,inpaint_radius,opencv_version,restoration_generator_name,restoration_generator_version,execution_device,execution_backend,operating_system,processor,python_version,retry_count,dataset_name,source_case_id,source_case_id_original,case_id,painting_id,telea_applicability,source_mask_semantics,telea_mask_threshold,clean_path,damaged_path,mask_path,restored_filename,restored_path,restored_sha256,runtime_seconds,started_at_utc,completed_at_utc,output_written,status,issue,source_metadata_path,mask_id,mask_type,generator_name,generator_version,generated_at_utc,generation_action,clean_filename,mask_filename,damaged_filename,damage_fill_strategy,damage_fill_r,damage_fill_g,damage_fill_b,damaged_area_pixels,damaged_area_percentage_content,damaged_area_percentage_full,width,height,mode,format,damaged_file_size_bytes,clean_sha256,mask_sha256,damaged_sha256,config_version,experiment_name,experiment_version,notebook_stage,base_mask_id,base_mask_type,sensitivity_mask_id,target_percentage_content,target_pixels,realised_pixels,realised_percentage_content,realised_percentage_full,percentage_error_content,absolute_percentage_error_content,absolute_pixel_error,scale_factor,base_mask_pixels,base_percentage_content,base_percentage_full,content_area_pixels,content_bbox_left,content_bbox_top,content_bbox_right,content_bbox_bottom,deterministic_seed,global_seed,base_mask_path,sensitivity_mask_filename,sensitivity_mask_path,base_mask_sha256,sensitivity_mask_sha256,sensitivity_mask_file_size_bytes,source,title,artist,category,full_generation_started_at_utc,full_generation_completed_at_utc,variant_id,robustness_group_id,painting_index,mask_type_index,variant_index,painting_seed,mask_seed,variant_seed,generation_attempt_index,generation_seed,maximum_generation_attempts,generation_area_tolerance,raw_mask_pixels,content_x_min,content_y_min,content_x_max,content_y_max,canvas_area_pixels,padding_area_pixels,actual_mask_area_pixels,damaged_content_pixels,padding_overlap_pixels,actual_mask_area_percentage_content,actual_mask_area_percentage_full,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,bbox_area_pixels,bbox_fill_ratio,bbox_aspect_ratio,connected_component_count,largest_component_pixels,smallest_component_pixels,mean_component_pixels,median_component_pixels,component_area_std_pixels,largest_component_fraction,component_density_per_100k_content_pixels,mean_component_aspect_ratio,maximum_component_aspect_ratio,touches_content_border,minimum_distance_to_content_border_pixels,centroid_x_pixels,centroid_y_pixels,centroid_x_normalised_content,centroid_y_normalised_content,centroid_quadrant,mask_bbox_width_normalised_content,mask_bbox_height_normalised_content,mask_bbox_area_fraction_content_bbox,touches_left_content_border,touches_right_content_border,touches_top_content_border,touches_bottom_content_border,mask_file_size_bytes,mask_generator_name,mask_generator_version,full_generation_finished_at_utc,full_generation_duration_seconds,degradation_type,severity,severity_rank,is_combined,component_degradations,component_count,case_seed,effect_mask_seed,operator_seeds_json,operator_parameters_json,effect_support_pixels,effect_active_pixels,effect_percentage_content,effect_percentage_full,effect_mean_intensity,effect_max_intensity,effect_bbox_x_min,effect_bbox_y_min,effect_bbox_x_max,effect_bbox_y_max,effect_centroid_x,effect_centroid_y,changed_pixels,changed_percentage_full,outside_effect_changed_pixels,inside_effect_changed_pixels,mean_absolute_difference_effect,maximum_absolute_difference,effect_mask_filename,effect_mask_path,degraded_filename,degraded_path,effect_mask_sha256,degraded_sha256,effect_mask_file_size_bytes,degraded_file_size_bytes
opencv_telea__canonical__canonical__p041_loss_large,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p041_loss_large,p041_loss_large,canonical__p041_loss_large,p041,primary,binary_missing_content,127,data/processed/clean/p041_clean.png,data/processed/masked/p041_loss_large_damaged.png,data/processed/masks/p041_loss_large_mask.png,canonical__p041_loss_large_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p041_loss_large_restored_opencv_telea.png,21fef67aa86dcbb9f51de6454485d81115e9e66cba64043be5140831f2a43fa4,0.33795329998247325,2026-07-26T14:05:06.019561+00:00,2026-07-26T14:05:06.358296+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p041_loss_large,loss_large,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p041_clean.png,p041_loss_large_mask.png,p041_loss_large_damaged.png,white_fill,255.0,255.0,255.0,54043.0,11.516938,9.162564,768,768,RGB,PNG,854096.0,ab960d0a71a01584720199974bcf6237e5d11e21bdba833648b59ae6994c0f58,c56586a7f2f534a24c736dac6fcac8b2a5fce5831d08f8a9bc5057d53cc4d68f,67069867fd43f52c8c384dd6ce333c7af12c076b8e89fdefb9786aa7173eb748,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p041_loss_small,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p041_loss_small,p041_loss_small,canonical__p041_loss_small,p041,primary,binary_missing_content,127,data/processed/clean/p041_clean.png,data/processed/masked/p041_loss_small_damaged.png,data/processed/masks/p041_loss_small_mask.png,canonical__p041_loss_small_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p041_loss_small_restored_opencv_telea.png,01370837277c95d1c53084c87785728b24d31ca581f92e937925b609f8e10a9c,0.2748925000196323,2026-07-26T14:05:06.361403+00:00,2026-07-26T14:05:06.635129+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p041_loss_small,loss_small,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p041_clean.png,p041_loss_small_mask.png,p041_loss_small_damaged.png,white_fill,255.0,255.0,255.0,19456.0,4.146208,3.298611,768,768,RGB,PNG,931033.0,ab960d0a71a01584720199974bcf6237e5d11e21bdba833648b59ae6994c0f58,13ac9dff7eec3826c5a775ad2a8245fe13d947311e714f3f53d981cdfa1b8866,41713b58abed1febaf515b68fa315ef9a0f25b0ab5480da9684132cba1427d59,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p041_mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p041_mixed_damage,p041_mixed_damage,canonical__p041_mixed_damage,p041,primary,binary_missing_content,127,data/processed/clean/p041_clean.png,data/processed/masked/p041_mixed_damage_damaged.png,data/processed/masks/p041_mixed_damage_mask.png,canonical__p041_mixed_damage_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p041_mixed_damage_restored_opencv_telea.png,aeee214cb830269acd0e4c0338ca0349f50c3369f57d072a3147daf5f528bfd9,0.3553264999645762,2026-07-26T14:05:06.638229+00:00,2026-07-26T14:05:06.990828+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p041_mixed_damage,mixed_damage,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p041_clean.png,p041_mixed_damage_mask.png,p041_mixed_damage_damaged.png,white_fill,255.0,255.0,255.0,51197.0,10.910435,8.680047,768,768,RGB,PNG,881176.0,ab960d0a71a01584720199974bcf6237e5d11e21bdba833648b59ae6994c0f58,a498ab73ec9bd95ea9df917ec73c43a3d4ed6068fd077448cb95a702daff668f,11f770d4e787f9b10b1780bdda2083d849cb2c80b15301d63c7e96e3355517ce,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p041_scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p041_scratch_thin,p041_scratch_thin,canonical__p041_scratch_thin,p041,primary,binary_missing_content,127,data/processed/clean/p041_clean.png,data/processed/masked/p041_scratch_thin_damaged.png,data/processed/masks/p041_scratch_thin_mask.png,canonical__p041_scratch_thin_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p041_scratch_thin_restored_opencv_telea.png,4103c1b91896cfe0b556f0eda5c9a6285d00216272365dfa23897465751298d3,0.2542911999626085,2026-07-26T14:05:06.996483+00:00,2026-07-26T14:05:07.249535+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p041_scratch_thin,scratch_thin,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p041_clean.png,p041_scratch_thin_mask.png,p041_scratch_thin_damaged.png,white_fill,255.0,255.0,255.0,12949.0,2.759522,2.195401,768,768,RGB,PNG,966333.0,ab960d0a71a01584720199974bcf6237e5d11e21bdba833648b59ae6994c0f58,b9f0df4a6e95ab182ee4ec681f502683cf2824f9f11553c673391e54a81c88bf,8e0bd654c92a991592815f6b9aea3781c3d2c8806f3b24ca3fe43ffb2b201bf4,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p041_zero_control,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p041_zero_control,p041_zero_control,canonical__p041_zero_control,p041,primary,binary_missing_content,127,data/processed/clean/p041_clean.png,data/processed/masked/p041_zero_control_damaged.png,data/processed/masks/p041_zero_control_mask.png,canonical__p041_zero_control_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p041_zero_control_restored_opencv_telea.png,ab960d0a71a01584720199974bcf6237e5d11e21bdba833648b59ae6994c0f58,0.24614950001705438,2026-07-26T14:05:07.253604+00:00,2026-07-26T14:05:07.499721+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p041_zero_control,zero_control,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p041_clean.png,p041_zero_control_mask.png,p041_zero_control_damaged.png,white_fill,255.0,255.0,255.0,0.0,0.0,0.0,768,768,RGB,PNG,968222.0,ab960d0a71a01584720199974bcf6237e5d11e21bdba833648b59ae6994c0f58,49e2b0f2e0dc8fe44017bdabfa19ff50311b0bdd17623355fd396afa7862f30a,ab960d0a71a01584720199974bcf6237e5d11e21bdba833648b59ae6994c0f58,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p042_loss_large,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p042_loss_large,p042_loss_large,canonical__p042_loss_large,p042,primary,binary_missing_content,127,data/processed/clean/p042_clean.png,data/processed/masked/p042_loss_large_damaged.png,data/processed/masks/p042_loss_large_mask.png,canonical__p042_loss_large_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p042_loss_large_restored_opencv_telea.png,21cb47993af3f75356fd994fd1d0e69d4f457d8508c00479277ecbbfe62d6420,0.48155760002555326,2026-07-26T14:05:07.499721+00:00,2026-07-26T14:05:07.979609+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p042_loss_large,loss_large,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p042_clean.png,p042_loss_large_mask.png,p042_loss_large_damaged.png,white_fill,255.0,255.0,255.0,41198.0,10.858953,6.984795,768,768,RGB,PNG,552742.0,5c794f0c55924ace74869fbde8b2ae50bdac138186f507edc60d9db8561e5674,9b1b2d739c5537bba4e52d7abc7d1e2995b4b939b91ebf8e0b81189059899ea9,7913b9dd43efeb1cf81b3b21668e9fab09641113ebf1967be97ed14db6a81d43,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p042_loss_small,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p042_loss_small,p042_loss_small,canonical__p042_loss_small,p042,primary,binary_missing_content,127,data/processed/clean/p042_clean.png,data/processed/masked/p042_loss_small_damaged.png,data/processed/masks/p042_loss_small_mask.png,canonical__p042_loss_small_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p042_loss_small_restored_opencv_telea.png,00ba212fd8461cfd88d6696059f03273633f8946a4199620b7a7946f1d2af6e4,0.4585609999485314,2026-07-26T14:05:07.984952+00:00,2026-07-26T14:05:08.441959+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p042_loss_small,loss_small,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p042_clean.png,p042_loss_small_mask.png,p042_loss_small_damaged.png,white_fill,255.0,255.0,255.0,12656.0,3.335864,2.145725,768,768,RGB,PNG,580949.0,5c794f0c55924ace74869fbde8b2ae50bdac138186f507edc60d9db8561e5674,653c5b60c3c4311a3358cb15bfedd2ddf39742b7ea98b3e48a6bc3520b561576,c31f0010b8e27c732b58563c8ecb9530d8bbebf975e181b2ad309dc402a9e6a2,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p042_mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p042_mixed_damage,p042_mixed_damage,canonical__p042_mixed_damage,p042,primary,binary_missing_content,127,data/processed/clean/p042_clean.png,data/processed/masked/p042_mixed_damage_damaged.png,data/processed/masks/p042_mixed_damage_mask.png,canonical__p042_mixed_damage_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p042_mixed_damage_restored_opencv_telea.png,8b5b057c590b7687f6d56769e38d2b2e0455e4a5c94c0008a161e9dc7df7b393,0.488968699995894,2026-07-26T14:05:08.446077+00:00,2026-07-26T14:05:08.934936+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p042_mixed_damage,mixed_damage,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p042_clean.png,p042_mixed_damage_mask.png,p042_mixed_damage_damaged.png,white_fill,255.0,255.0,255.0,40981.0,10.801756,6.948005,768,768,RGB,PNG,560016.0,5c794f0c55924ace74869fbde8b2ae50bdac138186f507edc60d9db8561e5674,83b3b722ca54e89c73bb5bc3ddf60ef1a404fecee8e2afa441a93ab5ee6f15f6,9c5c064d7180fcc63b898c73bd7b403a1b0b176c0bf9c531a149b4f07ab65977,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p042_scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p042_scratch_thin,p042_scratch_thin,canonical__p042_scratch_thin,p042,primary,binary_missing_content,127,data/processed/clean/p042_clean.png,data/processed/masked/p042_scratch_thin_damaged.png,data/processed/masks/p042_scratch_thin_mask.png,canonical__p042_scratch_thin_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p042_scratch_thin_restored_opencv_telea.png,edf966486a2d6aa5b1ff32e17e196b0782d29596777af0f580366cb38c632161,0.47410760005004704,2026-07-26T14:05:08.936500+00:00,2026-07-26T14:05:09.411819+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p042_scratch_thin,scratch_thin,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p042_clean.png,p042_scratch_thin_mask.png,p042_scratch_thin_damaged.png,white_fill,255.0,255.0,255.0,8067.0,2.126297,1.367696,768,768,RGB,PNG,600594.0,5c794f0c55924ace74869fbde8b2ae50bdac138186f507edc60d9db8561e5674,73863aa8fe7cf68c40c27f5f2b983914f8a3209977a9238bde9e0a9fcdaad224,1ca030a3543455328f92885d24137af4d5c0cce9a494226bb05608e9fa3b4f61,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p042_zero_control,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p042_zero_control,p042_zero_control,canonical__p042_zero_control,p042,primary,binary_missing_content,127,data/processed/clean/p042_clean.png,data/processed/masked/p042_zero_control_damaged.png,data/processed/masks/p042_zero_control_mask.png,canonical__p042_zero_control_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p042_zero_control_restored_opencv_telea.png,5c794f0c55924ace74869fbde8b2ae50bdac138186f507edc60d9db8561e5674,0.418614299967885,2026-07-26T14:05:09.414878+00:00,2026-07-26T14:05:09.831278+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p042_zero_control,zero_control,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p042_clean.png,p042_zero_control_mask.png,p042_zero_control_damaged.png,white_fill,255.0,255.0,255.0,0.0,0.0,0.0,768,768,RGB,PNG,597586.0,5c794f0c55924ace74869fbde8b2ae50bdac138186f507edc60d9db8561e5674,49e2b0f2e0dc8fe44017bdabfa19ff50311b0bdd17623355fd396afa7862f30a,5c794f0c55924ace74869fbde8b2ae50bdac138186f507edc60d9db8561e5674,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p043_loss_large,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p043_loss_large,p043_loss_large,canonical__p043_loss_large,p043,primary,binary_missing_content,127,data/processed/clean/p043_clean.png,data/processed/masked/p043_loss_large_damaged.png,data/processed/masks/p043_loss_large_mask.png,canonical__p043_loss_large_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p043_loss_large_restored_opencv_telea.png,d0d9385c07f2b7dc58600bf7fded77628135e883dc3752f4064e4a304219a809,0.5410738000064157,2026-07-26T14:05:09.834842+00:00,2026-07-26T14:05:10.376199+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p043_loss_large,loss_large,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p043_clean.png,p043_loss_large_mask.png,p043_loss_large_damaged.png,white_fill,255.0,255.0,255.0,64562.0,13.75861,10.945977,768,768,RGB,PNG,674634.0,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,778b36c89809554fb43d72cd5b33bd65aeaafb2e73d741b04cec6cc3155714b6,4bdeb3a9d0a2ed3c8c345ead4e996278730ef17ba095cfa3c59a4c2bbc7a2664,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p043_loss_small,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p043_loss_small,p043_loss_small,canonical__p043_loss_small,p043,primary,binary_missing_content,127,data/processed/clean/p043_clean.png,data/processed/masked/p043_loss_small_damaged.png,data/processed/masks/p043_loss_small_mask.png,canonical__p043_loss_small_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p043_loss_small_restored_opencv_telea.png,09ee8deb558ef1ad815901ceeaa0aadecb229bf64b6555d3f1db4a7a14a4a392,0.4461792999645695,2026-07-26T14:05:10.378218+00:00,2026-07-26T14:05:10.825998+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p043_loss_small,loss_small,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p043_clean.png,p043_loss_small_mask.png,p043_loss_small_damaged.png,white_fill,255.0,255.0,255.0,14983.0,3.192981,2.540249,768,768,RGB,PNG,754273.0,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,d7ba871fd43c2b46c0d990bd17ae9b6f7d4c5a1578bff9d44214927f417a7ce3,96ada45530e2d010ac6071db8faeb9e0570d40f068223fdf58e9a9e57fe26b05,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p043_mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p043_mixed_damage,p043_mixed_damage,canonical__p043_mixed_damage,p043,primary,binary_missing_content,127,data/processed/clean/p043_clean.png,data/processed/masked/p043_mixed_damage_damaged.png,data/processed/masks/p043_mixed_damage_mask.png,canonical__p043_mixed_damage_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p043_mixed_damage_restored_opencv_telea.png,5308021a0446b1376bd62d40f84bca300ad65c08d56c1cd528f8239d4d365952,0.5099370999960229,2026-07-26T14:05:10.828704+00:00,2026-07-26T14:05:11.338366+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p043_mixed_damage,mixed_damage,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p043_clean.png,p043_mixed_damage_mask.png,p043_mixed_damage_damaged.png,white_fill,255.0,255.0,255.0,50181.0,10.693919,8.507792,768,768,RGB,PNG,724901.0,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,d13f04e00090d1a30117a4a211a5aa70c2517183bb37b4f5c8e6be0ebb7ccee8,306a506b023fdbe4d44cb89e9e253fa5f8faba9e1d86c0e528d6ec2014826e6e,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p043_scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p043_scratch_thin,p043_scratch_thin,canonical__p043_scratch_thin,p043,primary,binary_missing_content,127,data/processed/clean/p043_clean.png,data/processed/masked/p043_scratch_thin_damaged.png,data/processed/masks/p043_scratch_thin_mask.png,canonical__p043_scratch_thin_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p043_scratch_thin_restored_opencv_telea.png,20f8a0eebd54da011d1605d02300cb4ec0a48703e38c9e3b7336c43ab785384e,0.44434990000445396,2026-07-26T14:05:11.338366+00:00,2026-07-26T14:05:11.784685+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p043_scratch_thin,scratch_thin,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p043_clean.png,p043_scratch_thin_mask.png,p043_scratch_thin_damaged.png,white_fill,255.0,255.0,255.0,6818.0,1.452963,1.155938,768,768,RGB,PNG,778507.0,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,6226eaaf6a57a222669ef4003e253542f4c2f36130ec63525da5102df0c9d712,7bcb50177b3b1548f5bc7c05707c4b7dfff47744b101d0ac9975d4ec4c6062f4,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
