lpips_row_id,lpips_case_id,restoration_case_id,source_case_id,case_id,dataset_name,painting_id,category,title,artist,style,model_name,mask_type,mask_id,is_zero_control,evaluation_region,region_pixel_count,mask_area_pixels,damaged_lpips,restored_lpips,lpips_improvement,lpips_net,lpips_input_size,status,issue
lama__canonical__canonical__p048_zero_control__content_region__lpips,lama__canonical__canonical__p048_zero_control,lama__canonical__canonical__p048_zero_control,canonical__p048_zero_control,canonical__p048_zero_control,canonical,p048,high_texture_brushwork,A Farm in Brittany,Paul Gauguin,Post-Impressionism,lama,zero_control,p048_zero_control,True,content_region,470784,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p048_zero_control__full_image__lpips,lama__canonical__canonical__p048_zero_control,lama__canonical__canonical__p048_zero_control,canonical__p048_zero_control,canonical__p048_zero_control,canonical,p048,high_texture_brushwork,A Farm in Brittany,Paul Gauguin,Post-Impressionism,lama,zero_control,p048_zero_control,True,full_image,589824,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p049_loss_large__content_region__lpips,lama__canonical__canonical__p049_loss_large,lama__canonical__canonical__p049_loss_large,canonical__p049_loss_large,canonical__p049_loss_large,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,loss_large,p049_loss_large,False,content_region,370944,45001,0.1871,0.059478,0.127623,alex,256,ok,
lama__canonical__canonical__p049_loss_large__full_image__lpips,lama__canonical__canonical__p049_loss_large,lama__canonical__canonical__p049_loss_large,canonical__p049_loss_large,canonical__p049_loss_large,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,loss_large,p049_loss_large,False,full_image,589824,45001,0.1196,0.039007,0.080593,alex,256,ok,
lama__canonical__canonical__p049_loss_large__mask_bbox_crop__lpips,lama__canonical__canonical__p049_loss_large,lama__canonical__canonical__p049_loss_large,canonical__p049_loss_large,canonical__p049_loss_large,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,loss_large,p049_loss_large,False,mask_bbox_crop,92416,45001,0.553943,0.256024,0.297919,alex,256,ok,
lama__canonical__canonical__p049_loss_small__content_region__lpips,lama__canonical__canonical__p049_loss_small,lama__canonical__canonical__p049_loss_small,canonical__p049_loss_small,canonical__p049_loss_small,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,loss_small,p049_loss_small,False,content_region,370944,14475,0.151131,0.007734,0.143397,alex,256,ok,
lama__canonical__canonical__p049_loss_small__full_image__lpips,lama__canonical__canonical__p049_loss_small,lama__canonical__canonical__p049_loss_small,canonical__p049_loss_small,canonical__p049_loss_small,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,loss_small,p049_loss_small,False,full_image,589824,14475,0.113011,0.003954,0.109057,alex,256,ok,
lama__canonical__canonical__p049_loss_small__mask_bbox_crop__lpips,lama__canonical__canonical__p049_loss_small,lama__canonical__canonical__p049_loss_small,canonical__p049_loss_small,canonical__p049_loss_small,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,loss_small,p049_loss_small,False,mask_bbox_crop,360000,14475,0.135241,0.006912,0.128329,alex,256,ok,
lama__canonical__canonical__p049_mixed_damage__content_region__lpips,lama__canonical__canonical__p049_mixed_damage,lama__canonical__canonical__p049_mixed_damage,canonical__p049_mixed_damage,canonical__p049_mixed_damage,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,mixed_damage,p049_mixed_damage,False,content_region,370944,49278,0.416809,0.039431,0.377378,alex,256,ok,
lama__canonical__canonical__p049_mixed_damage__full_image__lpips,lama__canonical__canonical__p049_mixed_damage,lama__canonical__canonical__p049_mixed_damage,canonical__p049_mixed_damage,canonical__p049_mixed_damage,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,mixed_damage,p049_mixed_damage,False,full_image,589824,49278,0.333542,0.024737,0.308805,alex,256,ok,
lama__canonical__canonical__p049_mixed_damage__mask_bbox_crop__lpips,lama__canonical__canonical__p049_mixed_damage,lama__canonical__canonical__p049_mixed_damage,canonical__p049_mixed_damage,canonical__p049_mixed_damage,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,mixed_damage,p049_mixed_damage,False,mask_bbox_crop,589824,49278,0.333542,0.024737,0.308805,alex,256,ok,
lama__canonical__canonical__p049_scratch_thin__content_region__lpips,lama__canonical__canonical__p049_scratch_thin,lama__canonical__canonical__p049_scratch_thin,canonical__p049_scratch_thin,canonical__p049_scratch_thin,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,scratch_thin,p049_scratch_thin,False,content_region,370944,9601,0.338569,0.001132,0.337437,alex,256,ok,
lama__canonical__canonical__p049_scratch_thin__full_image__lpips,lama__canonical__canonical__p049_scratch_thin,lama__canonical__canonical__p049_scratch_thin,canonical__p049_scratch_thin,canonical__p049_scratch_thin,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,scratch_thin,p049_scratch_thin,False,full_image,589824,9601,0.301327,0.000734,0.300593,alex,256,ok,
lama__canonical__canonical__p049_scratch_thin__mask_bbox_crop__lpips,lama__canonical__canonical__p049_scratch_thin,lama__canonical__canonical__p049_scratch_thin,canonical__p049_scratch_thin,canonical__p049_scratch_thin,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,scratch_thin,p049_scratch_thin,False,mask_bbox_crop,589824,9601,0.301327,0.000734,0.300593,alex,256,ok,
lama__canonical__canonical__p049_zero_control__content_region__lpips,lama__canonical__canonical__p049_zero_control,lama__canonical__canonical__p049_zero_control,canonical__p049_zero_control,canonical__p049_zero_control,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,zero_control,p049_zero_control,True,content_region,370944,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p049_zero_control__full_image__lpips,lama__canonical__canonical__p049_zero_control,lama__canonical__canonical__p049_zero_control,canonical__p049_zero_control,canonical__p049_zero_control,canonical,p049,high_texture_brushwork,Peonies,Édouard Manet,Modern French painting,lama,zero_control,p049_zero_control,True,full_image,589824,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p050_loss_large__content_region__lpips,lama__canonical__canonical__p050_loss_large,lama__canonical__canonical__p050_loss_large,canonical__p050_loss_large,canonical__p050_loss_large,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,loss_large,p050_loss_large,False,content_region,446976,54911,0.298585,0.075346,0.223239,alex,256,ok,
lama__canonical__canonical__p050_loss_large__full_image__lpips,lama__canonical__canonical__p050_loss_large,lama__canonical__canonical__p050_loss_large,canonical__p050_loss_large,canonical__p050_loss_large,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,loss_large,p050_loss_large,False,full_image,589824,54911,0.245048,0.057411,0.187637,alex,256,ok,
lama__canonical__canonical__p050_loss_large__mask_bbox_crop__lpips,lama__canonical__canonical__p050_loss_large,lama__canonical__canonical__p050_loss_large,canonical__p050_loss_large,canonical__p050_loss_large,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,loss_large,p050_loss_large,False,mask_bbox_crop,102400,54911,0.749753,0.258415,0.491338,alex,256,ok,
lama__canonical__canonical__p050_loss_small__content_region__lpips,lama__canonical__canonical__p050_loss_small,lama__canonical__canonical__p050_loss_small,canonical__p050_loss_small,canonical__p050_loss_small,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,loss_small,p050_loss_small,False,content_region,446976,18082,0.330461,0.012765,0.317696,alex,256,ok,
lama__canonical__canonical__p050_loss_small__full_image__lpips,lama__canonical__canonical__p050_loss_small,lama__canonical__canonical__p050_loss_small,canonical__p050_loss_small,canonical__p050_loss_small,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,loss_small,p050_loss_small,False,full_image,589824,18082,0.297312,0.010165,0.287147,alex,256,ok,
lama__canonical__canonical__p050_loss_small__mask_bbox_crop__lpips,lama__canonical__canonical__p050_loss_small,lama__canonical__canonical__p050_loss_small,canonical__p050_loss_small,canonical__p050_loss_small,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,loss_small,p050_loss_small,False,mask_bbox_crop,290521,18082,0.374533,0.02289,0.351643,alex,256,ok,
lama__canonical__canonical__p050_mixed_damage__content_region__lpips,lama__canonical__canonical__p050_mixed_damage,lama__canonical__canonical__p050_mixed_damage,canonical__p050_mixed_damage,canonical__p050_mixed_damage,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,mixed_damage,p050_mixed_damage,False,content_region,446976,50756,0.52657,0.035232,0.491338,alex,256,ok,
lama__canonical__canonical__p050_mixed_damage__full_image__lpips,lama__canonical__canonical__p050_mixed_damage,lama__canonical__canonical__p050_mixed_damage,canonical__p050_mixed_damage,canonical__p050_mixed_damage,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,mixed_damage,p050_mixed_damage,False,full_image,589824,50756,0.444659,0.021738,0.422922,alex,256,ok,
lama__canonical__canonical__p050_mixed_damage__mask_bbox_crop__lpips,lama__canonical__canonical__p050_mixed_damage,lama__canonical__canonical__p050_mixed_damage,canonical__p050_mixed_damage,canonical__p050_mixed_damage,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,mixed_damage,p050_mixed_damage,False,mask_bbox_crop,589824,50756,0.444659,0.021738,0.422922,alex,256,ok,
lama__canonical__canonical__p050_scratch_thin__content_region__lpips,lama__canonical__canonical__p050_scratch_thin,lama__canonical__canonical__p050_scratch_thin,canonical__p050_scratch_thin,canonical__p050_scratch_thin,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,scratch_thin,p050_scratch_thin,False,content_region,446976,9208,0.455312,0.003337,0.451975,alex,256,ok,
lama__canonical__canonical__p050_scratch_thin__full_image__lpips,lama__canonical__canonical__p050_scratch_thin,lama__canonical__canonical__p050_scratch_thin,canonical__p050_scratch_thin,canonical__p050_scratch_thin,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,scratch_thin,p050_scratch_thin,False,full_image,589824,9208,0.428585,0.002534,0.426051,alex,256,ok,
lama__canonical__canonical__p050_scratch_thin__mask_bbox_crop__lpips,lama__canonical__canonical__p050_scratch_thin,lama__canonical__canonical__p050_scratch_thin,canonical__p050_scratch_thin,canonical__p050_scratch_thin,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,scratch_thin,p050_scratch_thin,False,mask_bbox_crop,589824,9208,0.428585,0.002534,0.426051,alex,256,ok,
lama__canonical__canonical__p050_zero_control__content_region__lpips,lama__canonical__canonical__p050_zero_control,lama__canonical__canonical__p050_zero_control,canonical__p050_zero_control,canonical__p050_zero_control,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,zero_control,p050_zero_control,True,content_region,446976,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p050_zero_control__full_image__lpips,lama__canonical__canonical__p050_zero_control,lama__canonical__canonical__p050_zero_control,canonical__p050_zero_control,canonical__p050_zero_control,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,zero_control,p050_zero_control,True,full_image,589824,0,0.0,0.0,0.0,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_02pct__content_region__lpips,lama__damage_size__damage_size__p001__loss_large__size_02pct,lama__damage_size__damage_size__p001__loss_large__size_02pct,damage_size__p001__loss_large__size_02pct,damage_size__p001__loss_large__size_02pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,content_region,509184,10169,0.122162,0.005055,0.117107,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_02pct__full_image__lpips,lama__damage_size__damage_size__p001__loss_large__size_02pct,lama__damage_size__damage_size__p001__loss_large__size_02pct,damage_size__p001__loss_large__size_02pct,damage_size__p001__loss_large__size_02pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,full_image,589824,10169,0.112988,0.003787,0.109201,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_02pct__mask_bbox_crop__lpips,lama__damage_size__damage_size__p001__loss_large__size_02pct,lama__damage_size__damage_size__p001__loss_large__size_02pct,damage_size__p001__loss_large__size_02pct,damage_size__p001__loss_large__size_02pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,mask_bbox_crop,32761,10169,0.609372,0.075608,0.533764,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_04pct__content_region__lpips,lama__damage_size__damage_size__p001__loss_large__size_04pct,lama__damage_size__damage_size__p001__loss_large__size_04pct,damage_size__p001__loss_large__size_04pct,damage_size__p001__loss_large__size_04pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,content_region,509184,20290,0.171165,0.013808,0.157357,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_04pct__full_image__lpips,lama__damage_size__damage_size__p001__loss_large__size_04pct,lama__damage_size__damage_size__p001__loss_large__size_04pct,damage_size__p001__loss_large__size_04pct,damage_size__p001__loss_large__size_04pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,full_image,589824,20290,0.156245,0.010659,0.145586,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_04pct__mask_bbox_crop__lpips,lama__damage_size__damage_size__p001__loss_large__size_04pct,lama__damage_size__damage_size__p001__loss_large__size_04pct,damage_size__p001__loss_large__size_04pct,damage_size__p001__loss_large__size_04pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,mask_bbox_crop,62001,20290,0.634536,0.108442,0.526094,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_06pct__content_region__lpips,lama__damage_size__damage_size__p001__loss_large__size_06pct,lama__damage_size__damage_size__p001__loss_large__size_06pct,damage_size__p001__loss_large__size_06pct,damage_size__p001__loss_large__size_06pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,content_region,509184,30565,0.213018,0.029839,0.183178,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_06pct__full_image__lpips,lama__damage_size__damage_size__p001__loss_large__size_06pct,lama__damage_size__damage_size__p001__loss_large__size_06pct,damage_size__p001__loss_large__size_06pct,damage_size__p001__loss_large__size_06pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,full_image,589824,30565,0.188685,0.025805,0.16288,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_06pct__mask_bbox_crop__lpips,lama__damage_size__damage_size__p001__loss_large__size_06pct,lama__damage_size__damage_size__p001__loss_large__size_06pct,damage_size__p001__loss_large__size_06pct,damage_size__p001__loss_large__size_06pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,mask_bbox_crop,90601,30565,0.653519,0.14083,0.51269,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_08pct__content_region__lpips,lama__damage_size__damage_size__p001__loss_large__size_08pct,lama__damage_size__damage_size__p001__loss_large__size_08pct,damage_size__p001__loss_large__size_08pct,damage_size__p001__loss_large__size_08pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,content_region,509184,40785,0.252076,0.063886,0.18819,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_08pct__full_image__lpips,lama__damage_size__damage_size__p001__loss_large__size_08pct,lama__damage_size__damage_size__p001__loss_large__size_08pct,damage_size__p001__loss_large__size_08pct,damage_size__p001__loss_large__size_08pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,full_image,589824,40785,0.229539,0.055957,0.173582,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_08pct__mask_bbox_crop__lpips,lama__damage_size__damage_size__p001__loss_large__size_08pct,lama__damage_size__damage_size__p001__loss_large__size_08pct,damage_size__p001__loss_large__size_08pct,damage_size__p001__loss_large__size_08pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,mask_bbox_crop,119716,40785,0.646574,0.230414,0.41616,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_10pct__content_region__lpips,lama__damage_size__damage_size__p001__loss_large__size_10pct,lama__damage_size__damage_size__p001__loss_large__size_10pct,damage_size__p001__loss_large__size_10pct,damage_size__p001__loss_large__size_10pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,content_region,509184,50905,0.283996,0.072529,0.211467,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_10pct__full_image__lpips,lama__damage_size__damage_size__p001__loss_large__size_10pct,lama__damage_size__damage_size__p001__loss_large__size_10pct,damage_size__p001__loss_large__size_10pct,damage_size__p001__loss_large__size_10pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,full_image,589824,50905,0.250512,0.06347,0.187042,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_10pct__mask_bbox_crop__lpips,lama__damage_size__damage_size__p001__loss_large__size_10pct,lama__damage_size__damage_size__p001__loss_large__size_10pct,damage_size__p001__loss_large__size_10pct,damage_size__p001__loss_large__size_10pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,mask_bbox_crop,147456,50905,0.654634,0.21187,0.442764,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_15pct__content_region__lpips,lama__damage_size__damage_size__p001__loss_large__size_15pct,lama__damage_size__damage_size__p001__loss_large__size_15pct,damage_size__p001__loss_large__size_15pct,damage_size__p001__loss_large__size_15pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,content_region,509184,76373,0.339221,0.091813,0.247408,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_15pct__full_image__lpips,lama__damage_size__damage_size__p001__loss_large__size_15pct,lama__damage_size__damage_size__p001__loss_large__size_15pct,damage_size__p001__loss_large__size_15pct,damage_size__p001__loss_large__size_15pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,full_image,589824,76373,0.312199,0.08178,0.230419,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_15pct__mask_bbox_crop__lpips,lama__damage_size__damage_size__p001__loss_large__size_15pct,lama__damage_size__damage_size__p001__loss_large__size_15pct,damage_size__p001__loss_large__size_15pct,damage_size__p001__loss_large__size_15pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,mask_bbox_crop,218089,76373,0.631937,0.195725,0.436212,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_20pct__content_region__lpips,lama__damage_size__damage_size__p001__loss_large__size_20pct,lama__damage_size__damage_size__p001__loss_large__size_20pct,damage_size__p001__loss_large__size_20pct,damage_size__p001__loss_large__size_20pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,content_region,509184,101967,0.380263,0.109287,0.270976,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_20pct__full_image__lpips,lama__damage_size__damage_size__p001__loss_large__size_20pct,lama__damage_size__damage_size__p001__loss_large__size_20pct,damage_size__p001__loss_large__size_20pct,damage_size__p001__loss_large__size_20pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,full_image,589824,101967,0.345903,0.094169,0.251734,alex,256,ok,
lama__damage_size__damage_size__p001__loss_large__size_20pct__mask_bbox_crop__lpips,lama__damage_size__damage_size__p001__loss_large__size_20pct,lama__damage_size__damage_size__p001__loss_large__size_20pct,damage_size__p001__loss_large__size_20pct,damage_size__p001__loss_large__size_20pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,False,mask_bbox_crop,288369,101967,0.586153,0.188763,0.397389,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_02pct__content_region__lpips,lama__damage_size__damage_size__p018__loss_large__size_02pct,lama__damage_size__damage_size__p018__loss_large__size_02pct,damage_size__p018__loss_large__size_02pct,damage_size__p018__loss_large__size_02pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,content_region,389376,7777,0.064272,0.019773,0.044499,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_02pct__full_image__lpips,lama__damage_size__damage_size__p018__loss_large__size_02pct,lama__damage_size__damage_size__p018__loss_large__size_02pct,damage_size__p018__loss_large__size_02pct,damage_size__p018__loss_large__size_02pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,full_image,589824,7777,0.043681,0.010052,0.033629,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_02pct__mask_bbox_crop__lpips,lama__damage_size__damage_size__p018__loss_large__size_02pct,lama__damage_size__damage_size__p018__loss_large__size_02pct,damage_size__p018__loss_large__size_02pct,damage_size__p018__loss_large__size_02pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,mask_bbox_crop,18225,7777,0.613522,0.267033,0.346489,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_04pct__content_region__lpips,lama__damage_size__damage_size__p018__loss_large__size_04pct,lama__damage_size__damage_size__p018__loss_large__size_04pct,damage_size__p018__loss_large__size_04pct,damage_size__p018__loss_large__size_04pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,content_region,389376,15531,0.097889,0.0239,0.073989,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_04pct__full_image__lpips,lama__damage_size__damage_size__p018__loss_large__size_04pct,lama__damage_size__damage_size__p018__loss_large__size_04pct,damage_size__p018__loss_large__size_04pct,damage_size__p018__loss_large__size_04pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,full_image,589824,15531,0.068545,0.013345,0.0552,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_04pct__mask_bbox_crop__lpips,lama__damage_size__damage_size__p018__loss_large__size_04pct,lama__damage_size__damage_size__p018__loss_large__size_04pct,damage_size__p018__loss_large__size_04pct,damage_size__p018__loss_large__size_04pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,mask_bbox_crop,33489,15531,0.6246,0.236297,0.388302,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_06pct__content_region__lpips,lama__damage_size__damage_size__p018__loss_large__size_06pct,lama__damage_size__damage_size__p018__loss_large__size_06pct,damage_size__p018__loss_large__size_06pct,damage_size__p018__loss_large__size_06pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,content_region,389376,23407,0.131102,0.032889,0.098213,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_06pct__full_image__lpips,lama__damage_size__damage_size__p018__loss_large__size_06pct,lama__damage_size__damage_size__p018__loss_large__size_06pct,damage_size__p018__loss_large__size_06pct,damage_size__p018__loss_large__size_06pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,full_image,589824,23407,0.086981,0.019798,0.067183,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_06pct__mask_bbox_crop__lpips,lama__damage_size__damage_size__p018__loss_large__size_06pct,lama__damage_size__damage_size__p018__loss_large__size_06pct,damage_size__p018__loss_large__size_06pct,damage_size__p018__loss_large__size_06pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,mask_bbox_crop,48841,23407,0.626545,0.22427,0.402275,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_08pct__content_region__lpips,lama__damage_size__damage_size__p018__loss_large__size_08pct,lama__damage_size__damage_size__p018__loss_large__size_08pct,damage_size__p018__loss_large__size_08pct,damage_size__p018__loss_large__size_08pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,content_region,389376,31189,0.147861,0.039404,0.108457,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_08pct__full_image__lpips,lama__damage_size__damage_size__p018__loss_large__size_08pct,lama__damage_size__damage_size__p018__loss_large__size_08pct,damage_size__p018__loss_large__size_08pct,damage_size__p018__loss_large__size_08pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,full_image,589824,31189,0.102744,0.022105,0.080639,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_08pct__mask_bbox_crop__lpips,lama__damage_size__damage_size__p018__loss_large__size_08pct,lama__damage_size__damage_size__p018__loss_large__size_08pct,damage_size__p018__loss_large__size_08pct,damage_size__p018__loss_large__size_08pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,mask_bbox_crop,64009,31189,0.64624,0.218724,0.427516,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_10pct__content_region__lpips,lama__damage_size__damage_size__p018__loss_large__size_10pct,lama__damage_size__damage_size__p018__loss_large__size_10pct,damage_size__p018__loss_large__size_10pct,damage_size__p018__loss_large__size_10pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,content_region,389376,38979,0.169,0.045685,0.123315,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_10pct__full_image__lpips,lama__damage_size__damage_size__p018__loss_large__size_10pct,lama__damage_size__damage_size__p018__loss_large__size_10pct,damage_size__p018__loss_large__size_10pct,damage_size__p018__loss_large__size_10pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,full_image,589824,38979,0.120067,0.026452,0.093615,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_10pct__mask_bbox_crop__lpips,lama__damage_size__damage_size__p018__loss_large__size_10pct,lama__damage_size__damage_size__p018__loss_large__size_10pct,damage_size__p018__loss_large__size_10pct,damage_size__p018__loss_large__size_10pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,mask_bbox_crop,78961,38979,0.651564,0.233387,0.418177,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_15pct__content_region__lpips,lama__damage_size__damage_size__p018__loss_large__size_15pct,lama__damage_size__damage_size__p018__loss_large__size_15pct,damage_size__p018__loss_large__size_15pct,damage_size__p018__loss_large__size_15pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,content_region,389376,58322,0.20982,0.058039,0.151781,alex,256,ok,
lama__damage_size__damage_size__p018__loss_large__size_15pct__full_image__lpips,lama__damage_size__damage_size__p018__loss_large__size_15pct,lama__damage_size__damage_size__p018__loss_large__size_15pct,damage_size__p018__loss_large__size_15pct,damage_size__p018__loss_large__size_15pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,False,full_image,589824,58322,0.144503,0.033979,0.110524,alex,256,ok,
