case_id,painting_id,mask_type,texture_winner_model,texture_winner_distance,texture_winner_glcm_distance,texture_winner_gabor_distance,texture_winner_brushstroke_proxy_distance,category,lama_texture_distance,lama_brushstroke_proxy_distance,opencv_telea_texture_distance,opencv_telea_brushstroke_proxy_distance,stable_diffusion_inpainting_texture_distance,stable_diffusion_inpainting_brushstroke_proxy_distance,texture_margin_best_vs_second,painting_id_refined,mask_type_refined,category_refined,overall_metric_vote,texture_disagrees_with_refined_vote
p029_loss_small,p029,loss_small,lama,0.016200412580121854,0.017674026333268523,1.159813646302016e-05,0.002277839083434321,architecture_structured,0.016200412580121854,0.002277839083434321,0.06407206494200328,0.0058754024044000465,0.1919105416989176,0.00814375416343801,0.04787165236188143,p029,loss_small,architecture_structured,lama,False
p016_loss_large,p016,loss_large,lama,0.32420165622576463,0.4013148414244728,0.000301159248906963,0.029240837589087035,landscape_natural,0.32420165622576463,0.029240837589087035,0.7762507219755074,0.07396870314710564,0.3717880186462343,0.06454372877235637,0.04758636242046965,p016,loss_large,landscape_natural,lama,False
p028_mixed_damage,p028,mixed_damage,lama,0.02592870474833574,0.012455587157037179,2.1365856265532524e-05,0.005311884816009073,architecture_structured,0.02592870474833574,0.005311884816009073,0.07319168231545058,0.011258749616734514,0.16211015749965443,0.030234102985945723,0.04726297756711484,p028,mixed_damage,architecture_structured,lama,False
p031_loss_large,p031,loss_large,lama,0.3910968160151098,0.3744024643706836,0.00042762323165833945,0.04025671388554632,abstraction_surrealism,0.3910968160151098,0.04025671388554632,0.546047556458899,0.059128982725178254,0.4374268127257566,0.043192765783422855,0.046329996710646804,p031,loss_large,abstraction_surrealism,lama,False
p010_mixed_damage,p010,mixed_damage,lama,0.014088683153905232,0.012013435162797476,1.3213883001248744e-05,0.001963786101612929,portrait_figure,0.014088683153905232,0.001963786101612929,0.05972996720472945,0.005594919319987222,0.08288124724168029,0.007820448724111716,0.04564128405082422,p010,mixed_damage,portrait_figure,lama,False
p021_loss_large,p021,loss_large,lama,0.09220773631739583,0.04342230000067796,6.688205215885543e-05,0.02033507108152939,architecture_structured,0.09220773631739583,0.02033507108152939,0.48494558019563544,0.05733558612295086,0.13724591812322803,0.025662013037797915,0.0450381818058322,p021,loss_large,architecture_structured,lama,False
p007_loss_small,p007,loss_small,lama,0.019117833062511826,0.01384493103838073,1.983635164578313e-05,0.002708324184270302,portrait_figure,0.019117833062511826,0.002708324184270302,0.084611421105788,0.011674134790550683,0.062154542579387385,0.013086997493809852,0.04303670951687556,p007,loss_small,portrait_figure,lama,False
p042_loss_small,p042,loss_small,lama,0.009646463319254941,0.007622928267958692,9.90630429140834e-06,0.0012980413805629431,high_texture_brushwork,0.009646463319254941,0.0012980413805629431,0.051005644556817616,0.005482902761237513,0.16543618869744517,0.015381407855530974,0.04135918123756267,p042,loss_small,high_texture_brushwork,lama,False
p025_mixed_damage,p025,mixed_damage,lama,0.0125714256343978,0.010411503578665849,1.0323901655739518e-05,0.0020072133221743596,architecture_structured,0.0125714256343978,0.0020072133221743596,0.05384153716250281,0.0042492563547146985,0.1157692914729922,0.013820805195194458,0.04127011152810501,p025,mixed_damage,architecture_structured,lama,False
p021_mixed_damage,p021,mixed_damage,lama,0.018214464809429492,0.01716178223151593,2.0526673067565874e-05,0.0018215988944314775,architecture_structured,0.018214464809429492,0.0018215988944314775,0.05921327977459568,0.004408819882440805,0.11390155244545404,0.0167806205018149,0.04099881496516619,p021,mixed_damage,architecture_structured,lama,False
p007_mixed_damage,p007,mixed_damage,lama,0.07063585924483101,0.0527660656183252,6.898406732260905e-05,0.010424907111345806,portrait_figure,0.07063585924483101,0.010424907111345806,0.11081666085250658,0.012966930223470452,0.1271894771454243,0.009063278599740597,0.040180801607675565,p007,mixed_damage,portrait_figure,lama,False
p031_loss_small,p031,loss_small,lama,0.025683203382522595,0.02281727023424043,3.384644129579092e-05,0.0020327825928623754,abstraction_surrealism,0.025683203382522595,0.0020327825928623754,0.06585137312643345,0.007153169744805006,0.07482695520081471,0.009537435668482733,0.04016816974391085,p031,loss_small,abstraction_surrealism,lama,False
p035_mixed_damage,p035,mixed_damage,lama,0.06089693969992558,0.05955943356146299,6.58677445784547e-05,0.006207603646601779,abstraction_surrealism,0.06089693969992558,0.006207603646601779,0.15622884500291143,0.0158705963043497,0.10102119952105702,0.014630517752441096,0.04012425982113144,p035,mixed_damage,abstraction_surrealism,lama,False
p003_mixed_damage,p003,mixed_damage,lama,0.023513828174710736,0.015805068808745406,2.787758983808306e-05,0.0029826456607531526,portrait_figure,0.023513828174710736,0.0029826456607531526,0.08907296278110409,0.010264608509053112,0.06263701079957583,0.017420263992245815,0.0391231826248651,p003,mixed_damage,portrait_figure,lama,False
p012_mixed_damage,p012,mixed_damage,lama,0.05588678830963262,0.05534160844331968,6.86641468063372e-05,0.004406101221760872,landscape_natural,0.05588678830963262,0.004406101221760872,0.09723332088006635,0.00716494484485377,0.09500507092482757,0.014270071411140686,0.039118282615194955,p012,mixed_damage,landscape_natural,lama,False
p033_mixed_damage,p033,mixed_damage,lama,0.04244698309354796,0.05079291976917937,5.079372185062606e-05,0.00239631735122848,abstraction_surrealism,0.04244698309354796,0.00239631735122848,0.08145844592336009,0.00447087702857028,0.13484909172361156,0.0195816197673067,0.039011462829812125,p033,mixed_damage,abstraction_surrealism,lama,False
p023_loss_small,p023,loss_small,lama,0.005648286078788482,0.0031184086739457946,2.128026316515891e-06,0.0014734213678319133,architecture_structured,0.005648286078788482,0.0014734213678319133,0.04456338531030784,0.0115155102145081,0.06495846422278828,0.013031756661206076,0.038915099231519354,p023,loss_small,architecture_structured,lama,False
p046_loss_small,p046,loss_small,lama,0.003418367621173618,0.000555931151435411,2.86876991404999e-06,0.0008351435371271922,high_texture_brushwork,0.003418367621173618,0.0008351435371271922,0.042037766343107276,0.006039122348913199,0.2017956862229161,0.023986027508630676,0.03861939872193366,p046,loss_small,high_texture_brushwork,lama,False
p048_mixed_damage,p048,mixed_damage,lama,0.03126666833464128,0.01870216330323598,4.2217529679438554e-05,0.003516710054936351,high_texture_brushwork,0.03126666833464128,0.003516710054936351,0.06967182062266149,0.007953452796991405,0.07660938879658122,0.01057851367233154,0.03840515228802021,p048,mixed_damage,high_texture_brushwork,lama,False
p022_mixed_damage,p022,mixed_damage,lama,0.045707063256950405,0.03934674555296279,6.379125661004617e-05,0.0032628140288959244,architecture_structured,0.045707063256950405,0.0032628140288959244,0.08367755596461023,0.006846884055703654,0.20302636356382642,0.013901575394895586,0.03797049270765982,p022,mixed_damage,architecture_structured,lama,False
p025_loss_small,p025,loss_small,lama,0.005991007590392503,0.005325615186914763,7.139657873514351e-06,0.0005842483227129237,architecture_structured,0.005991007590392503,0.0005842483227129237,0.04319570843239034,0.006249958040949212,0.0904663829111691,0.01615428220596005,0.03720470084199783,p025,loss_small,architecture_structured,lama,False
p049_mixed_damage,p049,mixed_damage,lama,0.02261027776950064,0.017379908295150674,2.931193772908241e-05,0.002215494163549708,high_texture_brushwork,0.02261027776950064,0.002215494163549708,0.05958063725833251,0.006689631807151472,0.1694428789659678,0.013859777185154137,0.03697035948883187,p049,mixed_damage,high_texture_brushwork,lama,False
p011_mixed_damage,p011,mixed_damage,lama,0.0230522025650499,0.02297979193113634,2.7001706872806387e-05,0.0019905860591498347,landscape_natural,0.0230522025650499,0.0019905860591498347,0.05953536162908213,0.005279998745572223,0.18946220646455755,0.03886243573480214,0.036483159064032225,p011,mixed_damage,landscape_natural,lama,False
p044_loss_large,p044,loss_large,lama,0.11468057457332397,0.06560491368323416,0.00012430730188854518,0.017756512307194234,high_texture_brushwork,0.11468057457332397,0.017756512307194234,0.15072524816887523,0.027126755400667623,0.5288357947174526,0.06979382021894878,0.03604467359555126,p044,loss_large,high_texture_brushwork,lama,False
p002_loss_large,p002,loss_large,lama,0.09696919799818603,0.02359675232038156,6.418850951752903e-05,0.025177897434851448,portrait_figure,0.09696919799818603,0.025177897434851448,0.13289839594809824,0.032199372025067306,0.2528777263966865,0.03190675807110463,0.035929197949912214,p002,loss_large,portrait_figure,lama,False
p015_mixed_damage,p015,mixed_damage,lama,0.07015828178743738,0.04387769895174705,4.0719725112622806e-05,0.015537976931974973,landscape_natural,0.07015828178743738,0.015537976931974973,0.10598774125874105,0.008699195974381046,0.19986693223247112,0.02382401281349084,0.03582945947130367,p015,mixed_damage,landscape_natural,lama,False
p013_loss_small,p013,loss_small,lama,0.009525070412166804,0.008710655987732248,9.576079508557098e-06,0.0011565453690734878,landscape_natural,0.009525070412166804,0.0011565453690734878,0.044444567264502764,0.005849852440423021,0.17106215822492363,0.03217563298434868,0.03491949685233596,p013,loss_small,landscape_natural,lama,False
p019_mixed_damage,p019,mixed_damage,lama,0.03626142281942679,0.04082872984387353,4.148224115818798e-05,0.002662371616361004,landscape_natural,0.03626142281942679,0.002662371616361004,0.07086150647297706,0.005309238199153987,0.1229728023904042,0.01960824699469822,0.03460008365355027,p019,mixed_damage,landscape_natural,lama,False
p043_loss_small,p043,loss_small,lama,0.006738639146800771,0.0032481477898670314,6.096503858352389e-06,0.0012995584071068382,high_texture_brushwork,0.006738639146800771,0.0012995584071068382,0.042158044397074275,0.004116852662506107,0.041110348782435024,0.005968878153736235,0.034371709635634254,p043,loss_small,high_texture_brushwork,lama,False
p014_mixed_damage,p014,mixed_damage,lama,0.02823649718379234,0.020275465061893188,2.8051663991631012e-05,0.004205024241878648,landscape_natural,0.02823649718379234,0.004205024241878648,0.06186466474650056,0.007260261636954976,0.270115372665828,0.04059808049744121,0.03362816756270823,p014,mixed_damage,landscape_natural,lama,False
p030_mixed_damage,p030,mixed_damage,lama,0.019317350262398513,0.013890575534321796,2.0678598392817706e-05,0.002656663978467489,architecture_structured,0.019317350262398513,0.002656663978467489,0.06117156947704144,0.007773588323152963,0.052813520590213436,0.011288018734185784,0.03349617032781492,p030,mixed_damage,architecture_structured,lama,False
p002_mixed_damage,p002,mixed_damage,lama,0.027404292381976725,0.009897130110439283,2.4047696295629392e-05,0.005828285835968852,portrait_figure,0.027404292381976725,0.005828285835968852,0.06001045052078192,0.007609161313568096,0.4785125883176229,0.05598553701865314,0.03260615813880519,p002,mixed_damage,portrait_figure,lama,False
p045_mixed_damage,p045,mixed_damage,lama,0.030837740777654565,0.028637152911213954,3.858757518882717e-05,0.00257809381499435,high_texture_brushwork,0.030837740777654565,0.00257809381499435,0.06988638758008804,0.007512567480895579,0.06288535069616971,0.009577874245658246,0.032047609918515144,p045,mixed_damage,high_texture_brushwork,lama,False
p034_mixed_damage,p034,mixed_damage,lama,0.048960431975555406,0.048219687650241,5.694046696514759e-05,0.004364466565871657,abstraction_surrealism,0.048960431975555406,0.004364466565871657,0.09964930704772208,0.009740886952901732,0.08063954141205232,0.011606138798496044,0.03167910943649691,p034,mixed_damage,abstraction_surrealism,lama,False
p038_mixed_damage,p038,mixed_damage,lama,0.0623589342342754,0.05804712722610181,6.595009921652343e-05,0.006961648090388076,abstraction_surrealism,0.0623589342342754,0.006961648090388076,0.09385882743648166,0.009330566060099221,0.09454387288485173,0.006580611605279639,0.03149989320220626,p038,mixed_damage,abstraction_surrealism,lama,False
p018_mixed_damage,p018,mixed_damage,lama,0.013513549490026698,0.007714257235051942,8.515637103749088e-06,0.002991208502482937,landscape_natural,0.013513549490026698,0.002991208502482937,0.04497527343379256,0.003584309413181101,0.09586112469627056,0.01762335461300269,0.03146172394376586,p018,mixed_damage,landscape_natural,lama,False
p020_loss_small,p020,loss_small,lama,0.007533940948358118,0.00427912288055587,4.96480951515916e-06,0.0016387004762878968,landscape_natural,0.007533940948358118,0.0016387004762878968,0.03847285793507105,0.005208313562997703,0.17117488235583136,0.016905073410018703,0.03093891698671293,p020,loss_small,landscape_natural,lama,False
p009_loss_small,p009,loss_small,lama,0.00434709891247445,0.0027677524389419913,2.744956398077905e-06,0.0009238747630813728,portrait_figure,0.00434709891247445,0.0009238747630813728,0.03504759012448116,0.003617017224310961,0.14809318311214228,0.006260347726226651,0.030700491212006707,p009,loss_small,portrait_figure,lama,False
p046_mixed_damage,p046,mixed_damage,lama,0.01515822969137721,0.010892424819625955,1.4976004314940742e-05,0.0022684854084540633,high_texture_brushwork,0.01515822969137721,0.0022684854084540633,0.04515158443008419,0.0027893701600553386,0.084320555347779,0.015236485833030243,0.029993354738706984,p046,mixed_damage,high_texture_brushwork,lama,False
p011_loss_small,p011,loss_small,lama,0.004079163068441782,0.0007854613031366615,3.2161942231592504e-06,0.0010108634526800955,landscape_natural,0.004079163068441782,0.0010108634526800955,0.03366490160908971,0.006384431142904795,0.14047340438049136,0.030494237901278767,0.02958573854064793,p011,loss_small,landscape_natural,lama,False
p040_mixed_damage,p040,mixed_damage,lama,0.0520382788939297,0.05319509996740291,5.8620735887664123e-05,0.004661605025784904,abstraction_surrealism,0.0520382788939297,0.004661605025784904,0.08115231626865252,0.006568180199155304,0.08692184704196626,0.015368705936415018,0.029114037374722818,p040,mixed_damage,abstraction_surrealism,lama,False
p025_loss_large,p025,loss_large,lama,0.2785415179068696,0.19829105302846572,0.0003097442996705322,0.03687691328934744,architecture_structured,0.2785415179068696,0.03687691328934744,0.44093565962694975,0.05530028818436165,0.3072140596350053,0.031513837622218224,0.028672541728135714,p025,loss_large,architecture_structured,lama,False
p023_mixed_damage,p023,mixed_damage,lama,0.007321836182525111,0.0035635178490958834,8.551837044576828e-06,0.0011256569080598591,architecture_structured,0.007321836182525111,0.0011256569080598591,0.03599047599794278,0.0044740143837405525,0.1291484245579936,0.01659142754781047,0.028668639815417667,p023,mixed_damage,architecture_structured,lama,False
p049_loss_large,p049,loss_large,lama,0.13475647733981985,0.07764304458504263,0.00014634169387032516,0.020752432677590645,high_texture_brushwork,0.13475647733981985,0.020752432677590645,0.16317491378580296,0.0275294329651548,0.3439658711012521,0.060636483790322326,0.028418436445983103,p049,loss_large,high_texture_brushwork,lama,False
p048_scratch_thin,p048,scratch_thin,lama,0.007651660598007574,0.0073148578508629505,6.5360368227952315e-06,0.0010565711892416678,high_texture_brushwork,0.007651660598007574,0.0010565711892416678,0.03598371986181118,0.002935855575148045,0.12119895558940065,0.006118996077769613,0.028332059263803607,p048,scratch_thin,high_texture_brushwork,lama,False
p026_mixed_damage,p026,mixed_damage,lama,0.06697037137247215,0.029339372814098465,3.854865334846647e-05,0.016523901863724082,architecture_structured,0.06697037137247215,0.016523901863724082,0.0950646444501667,0.005934315720172064,0.1396472849631129,0.0312952029200908,0.028094273077694548,p026,mixed_damage,architecture_structured,lama,False
p018_loss_small,p018,loss_small,lama,0.003219703475960857,0.0009259434935665989,3.3898470854315897e-06,0.000633275409613754,landscape_natural,0.003219703475960857,0.000633275409613754,0.031130288498365494,0.00470739799547469,0.06035502658242237,0.010419426601503178,0.027910585022404635,p018,loss_small,landscape_natural,lama,False
p008_mixed_damage,p008,mixed_damage,lama,0.03787090085577727,0.01203577729889565,1.6402816344310604e-05,0.010730441370268115,portrait_figure,0.03787090085577727,0.010730441370268115,0.0651648096179457,0.01148837147023322,0.16507821862406738,0.018971934593568194,0.02729390876216843,p008,mixed_damage,portrait_figure,lama,False
p044_mixed_damage,p044,mixed_damage,lama,0.01593284727321927,0.013389373282587793,1.1958847357296429e-05,0.0026830552646601364,high_texture_brushwork,0.01593284727321927,0.0026830552646601364,0.04202416619768715,0.005928091586493696,0.10285103788616934,0.018820757024192575,0.026091318924467883,p044,mixed_damage,high_texture_brushwork,lama,False
p021_loss_small,p021,loss_small,lama,0.0075187508754712,0.005346597427377191,8.053885796285926e-06,0.001041116881207091,architecture_structured,0.0075187508754712,0.001041116881207091,0.03338081008315954,0.003277279576864979,0.0905690381842285,0.015724234527600304,0.02586205920768834,p021,loss_small,architecture_structured,lama,False
p003_loss_small,p003,loss_small,lama,0.003982390414781041,0.0011659281600753379,3.3493566372103668e-06,0.0009039170710996117,portrait_figure,0.003982390414781041,0.0009039170710996117,0.029644601709142158,0.003958610961873221,0.04014756109678691,0.007826110536080752,0.025662211294361116,p003,loss_small,portrait_figure,lama,False
p004_mixed_damage,p004,mixed_damage,lama,0.016457582111297154,0.014197768110969034,1.7596711099009712e-05,0.001956430824015949,portrait_figure,0.016457582111297154,0.001956430824015949,0.04208277376503855,0.0020676550353395697,0.05451545417041689,0.010769069200554907,0.025625191653741396,p004,mixed_damage,portrait_figure,lama,False
p006_loss_large,p006,loss_large,lama,0.10836437949443535,0.0448706406807064,9.103713146018475e-05,0.022887538165178245,portrait_figure,0.10836437949443535,0.022887538165178245,0.13394442174430882,0.020300896727005406,0.6034211230243439,0.07175221579257562,0.025580042249873466,p006,loss_large,portrait_figure,lama,False
p024_loss_small,p024,loss_small,lama,0.007539570681081899,0.0034930432543517215,5.49916192312646e-06,0.0016658341435525532,architecture_structured,0.007539570681081899,0.0016658341435525532,0.03192174592557029,0.0039287843762576624,0.07098365791563582,0.013781928788441117,0.02438217524448839,p024,loss_small,architecture_structured,lama,False
p004_loss_small,p004,loss_small,lama,0.020531975810861327,0.013512222560148042,1.9364289166852704e-05,0.003370167600410194,portrait_figure,0.020531975810861327,0.003370167600410194,0.04488509939789672,0.005946750501779153,0.12211021036112113,0.01995088680434785,0.024353123587035393,p004,loss_small,portrait_figure,lama,False
p037_mixed_damage,p037,mixed_damage,lama,0.05290466594655935,0.037192790249297385,5.482068974926688e-05,0.007652204533864612,abstraction_surrealism,0.05290466594655935,0.007652204533864612,0.07679256336550153,0.006554676889295285,0.14596275612710724,0.018827229157674655,0.023887897418942178,p037,mixed_damage,abstraction_surrealism,lama,False
p048_loss_small,p048,loss_small,lama,0.007754116450825993,0.002780809782966917,5.928788887976556e-06,0.0017797305304562705,high_texture_brushwork,0.007754116450825993,0.0017797305304562705,0.03129293049993075,0.007145861362024765,0.07818685539915006,0.018414266511626,0.02353881404910476,p048,loss_small,high_texture_brushwork,lama,False
p022_loss_small,p022,loss_small,lama,0.03497342856334971,0.01738315867235947,2.944616701933421e-05,0.006996702582540242,architecture_structured,0.03497342856334971,0.006996702582540242,0.05823401017059246,0.0060519467175926545,0.0747653429792675,0.016017098613345552,0.02326058160724275,p022,loss_small,architecture_structured,lama,False
p047_mixed_damage,p047,mixed_damage,lama,0.007668240342593439,0.003170123816696178,9.044995461100415e-07,0.002430004582945852,high_texture_brushwork,0.007668240342593439,0.002430004582945852,0.03070934056187462,0.004388972367452418,0.08392857986289613,0.01905493183434824,0.023041100219281182,p047,mixed_damage,high_texture_brushwork,lama,False
p045_scratch_thin,p045,scratch_thin,lama,0.04428116181293828,0.04041247015169815,6.189113426500112e-05,0.0028471524987066766,high_texture_brushwork,0.04428116181293828,0.0028471524987066766,0.06649664323152235,0.004935139202738426,0.10744112455316435,0.011524545696116703,0.022215481418584072,p045,scratch_thin,high_texture_brushwork,lama,False
p039_loss_small,p039,loss_small,lama,0.01439523291338538,0.014706543793314888,1.5004802184841757e-05,0.0014677955565630524,abstraction_surrealism,0.01439523291338538,0.0014677955565630524,0.036547757143933414,0.00391371758171426,0.06260661058142612,0.008663170472420581,0.022152524230548032,p039,loss_small,abstraction_surrealism,lama,False
p034_loss_small,p034,loss_small,lama,0.026270258053388434,0.02724080756159506,2.796315297093105e-05,0.002540967720559012,abstraction_surrealism,0.026270258053388434,0.002540967720559012,0.048242352394826264,0.004086147613980871,0.07785204662378016,0.0065507115678811205,0.02197209434143783,p034,loss_small,abstraction_surrealism,lama,False
p020_scratch_thin,p020,scratch_thin,lama,0.0325475903547014,0.026632668312967126,1.2440086143352506e-05,0.007328397133484845,landscape_natural,0.0325475903547014,0.007328397133484845,0.054308353735782494,0.00307743558286114,0.19983519022266039,0.029194369708860444,0.021760763381081093,p020,scratch_thin,landscape_natural,lama,False
p040_loss_small,p040,loss_small,lama,0.010812821179480361,0.008819574867173977,1.2006280980826872e-05,0.0012870071794972339,abstraction_surrealism,0.010812821179480361,0.0012870071794972339,0.03256828938390222,0.003445391762890651,0.12148138521712082,0.01582050610028816,0.02175546820442186,p040,loss_small,abstraction_surrealism,lama,False
p038_loss_small,p038,loss_small,lama,0.015350868763978245,0.007409747706961322,1.679612731039443e-05,0.002533852840014745,abstraction_surrealism,0.015350868763978245,0.002533852840014745,0.03686752986717285,0.006424862029164268,0.07644966983444651,0.011728314897844282,0.021516661103194605,p038,loss_small,abstraction_surrealism,lama,False
p014_loss_large,p014,loss_large,lama,0.15206861074308123,0.11253286188923906,0.0001946698274766334,0.015833559538305158,landscape_natural,0.15206861074308123,0.015833559538305158,0.3114856651694553,0.0328699052230526,0.1729935784891107,0.03880047040119694,0.020924967746029477,p014,loss_large,landscape_natural,lama,False
p011_scratch_thin,p011,scratch_thin,lama,0.023429615564748065,0.02195498274827645,2.0291441963628563e-05,0.003252753614614242,landscape_natural,0.023429615564748065,0.003252753614614242,0.04371688245175565,0.003848972545271895,0.10969908602663636,0.027513439169372784,0.020287266887007587,p011,scratch_thin,landscape_natural,lama,False
p039_mixed_damage,p039,mixed_damage,lama,0.014177600665664767,0.012535834859168102,1.637643867212315e-05,0.0014673671891401823,abstraction_surrealism,0.014177600665664767,0.0014673671891401823,0.03308818522322229,0.003100040155660013,0.10812970489425461,0.020697169593853454,0.018910584557557522,p039,mixed_damage,abstraction_surrealism,lama,False
p043_mixed_damage,p043,mixed_damage,lama,0.057584583706071224,0.04189049293253902,6.352641025641017e-05,0.007580631708561444,high_texture_brushwork,0.057584583706071224,0.007580631708561444,0.10611495030667274,0.013530372943775388,0.07573609962501492,0.010539932647555705,0.018151515918943692,p043,mixed_damage,high_texture_brushwork,lama,False
p014_loss_small,p014,loss_small,lama,0.0032529695601509812,0.0013948254077205148,1.741326091278403e-06,0.0008257623873652812,landscape_natural,0.0032529695601509812,0.0008257623873652812,0.02096299859680509,0.0036637987110204936,0.2660874048770952,0.04270237613647876,0.01771002903665411,p014,loss_small,landscape_natural,lama,False
p038_scratch_thin,p038,scratch_thin,lama,0.00180568555246572,0.0013856134722634251,2.1044154686119753e-06,0.00021182104215377445,abstraction_surrealism,0.00180568555246572,0.00021182104215377445,0.01887172916557089,0.0024009109976678342,0.06109513203637922,0.004763368501548899,0.01706604361310517,p038,scratch_thin,abstraction_surrealism,lama,False
p025_scratch_thin,p025,scratch_thin,lama,0.015973148226725884,0.0111309830606128,1.5486423571466794e-05,0.0024790415759313052,architecture_structured,0.015973148226725884,0.0024790415759313052,0.03282349914408029,0.003818205068298077,0.10071729421988683,0.018548169652229027,0.016850350917354404,p025,scratch_thin,architecture_structured,lama,False
p013_scratch_thin,p013,scratch_thin,lama,0.0049458909209937965,0.0034548319519198626,4.082171223252127e-06,0.0008707822154792322,landscape_natural,0.0049458909209937965,0.0008707822154792322,0.021352926276826487,0.001573636913695146,0.08808818457047146,0.008989916319379204,0.01640703535583269,p013,scratch_thin,landscape_natural,lama,False
p022_scratch_thin,p022,scratch_thin,lama,0.0056304620700031735,0.004517709691927144,5.025206551153357e-06,0.0008593606080217857,architecture_structured,0.0056304620700031735,0.0008593606080217857,0.021691266476086987,0.0024411593839108402,0.2452757953061757,0.03032745348732911,0.016060804406083814,p022,scratch_thin,architecture_structured,lama,False
p028_loss_small,p028,loss_small,lama,0.002975789412454614,0.0013741354661849464,2.7689609299304167e-06,0.0005705659226534453,architecture_structured,0.002975789412454614,0.0005705659226534453,0.018998692463756236,0.0031525902038260383,0.11215668031796078,0.024323376556198248,0.01602290305130162,p028,loss_small,architecture_structured,lama,False
p006_mixed_damage,p006,mixed_damage,lama,0.005823107443359205,0.002422823783514232,3.109312778091287e-06,0.0014890409873866146,portrait_figure,0.005823107443359205,0.0014890409873866146,0.021633132252775137,0.002500064174429512,0.1553036678754921,0.028771264816475295,0.015810024809415932,p006,mixed_damage,portrait_figure,lama,False
p044_loss_small,p044,loss_small,lama,0.003958010604879142,0.0015263442878718078,2.8892397838659207e-06,0.0009144663297381642,high_texture_brushwork,0.003958010604879142,0.0009144663297381642,0.019327170196833162,0.004118373035668092,0.11725490724265046,0.02181395608234339,0.01536915959195402,p044,loss_small,high_texture_brushwork,lama,False
p008_scratch_thin,p008,scratch_thin,lama,0.02354023369032897,0.007004829968831029,2.439883110311084e-05,0.004655607414471453,portrait_figure,0.02354023369032897,0.004655607414471453,0.0379403095817274,0.0070579562254055135,0.2578230301583385,0.015952839497077043,0.014400075891398433,p008,scratch_thin,portrait_figure,lama,False
p037_loss_small,p037,loss_small,lama,0.013281972950188873,0.009417874462238726,1.572951755664368e-05,0.00162301973766048,abstraction_surrealism,0.013281972950188873,0.00162301973766048,0.027596816789273063,0.0032899795893039097,0.11057362354533144,0.02724291473935106,0.01431484383908419,p037,loss_small,abstraction_surrealism,lama,False
p002_loss_small,p002,loss_small,lama,0.004091852502495764,0.0006569867628822043,2.191112517307726e-06,0.0011825317010214556,portrait_figure,0.004091852502495764,0.0011825317010214556,0.018291660736394297,0.005243412563242373,0.06995842262858866,0.016262194968220192,0.014199808233898534,p002,loss_small,portrait_figure,lama,False
p032_mixed_damage,p032,mixed_damage,lama,0.002834172242354342,0.0010277912139858897,3.629959453060747e-06,0.0004350870090437953,abstraction_surrealism,0.002834172242354342,0.0004350870090437953,0.0168847911240838,0.0014661249490348343,0.11372662759738601,0.015230750454012698,0.014050618881729456,p032,mixed_damage,abstraction_surrealism,lama,False
p045_loss_small,p045,loss_small,lama,0.003205356554627403,0.0014265256419347127,3.065564737720097e-06,0.0006094777870371016,high_texture_brushwork,0.003205356554627403,0.0006094777870371016,0.017042048555987094,0.0023664095568760903,0.10724920862150082,0.018918140768186233,0.013836692001359691,p045,loss_small,high_texture_brushwork,lama,False
p047_loss_small,p047,loss_small,lama,0.004301545842609883,0.0015238730470305618,2.3966702138307374e-06,0.0011202292528280436,high_texture_brushwork,0.004301545842609883,0.0011202292528280436,0.016889506560119092,0.0017414545150254066,0.06493933011157287,0.007721860098695746,0.012587960717509209,p047,loss_small,high_texture_brushwork,lama,False
p006_loss_small,p006,loss_small,lama,0.0013544098911036494,0.0005663251243493781,6.06549966012922e-07,0.00036303041025840567,portrait_figure,0.0013544098911036494,0.00036303041025840567,0.013470746387783603,0.002901979382833465,0.08678299377408842,0.011298543992141799,0.012116336496679952,p006,loss_small,portrait_figure,lama,False
p008_loss_large,p008,loss_large,lama,0.13230484663542602,0.055677777601514516,0.000124770142482094,0.0258350677999193,portrait_figure,0.13230484663542602,0.0258350677999193,0.1802349213146999,0.0282863759612963,0.14431034437016696,0.02346717478110652,0.012005497734740939,p008,loss_large,portrait_figure,lama,False
p005_scratch_thin,p005,scratch_thin,lama,0.0054992630478505255,0.006104433966569646,3.9665541587569936e-06,0.0007551345183534145,portrait_figure,0.0054992630478505255,0.0007551345183534145,0.017263910241536413,0.0019355984653454499,0.1974536418768602,0.007858395070076202,0.011764647193685886,p005,scratch_thin,portrait_figure,lama,False
p034_scratch_thin,p034,scratch_thin,lama,0.002961201533050016,0.0016369514144153649,2.880874845372532e-06,0.0005140715108603947,abstraction_surrealism,0.002961201533050016,0.0005140715108603947,0.014164904592088884,0.001223868679851841,0.07904945983481092,0.014386295213793636,0.011203703059038868,p034,scratch_thin,abstraction_surrealism,lama,False
p043_scratch_thin,p043,scratch_thin,lama,0.009153491460847483,0.006174094475401496,5.980963096856469e-06,0.0018705716682888378,high_texture_brushwork,0.009153491460847483,0.0018705716682888378,0.02008473526380534,0.0030005699203267005,0.11549739697167287,0.019223885210641473,0.010931243802957858,p043,scratch_thin,high_texture_brushwork,lama,False
p024_mixed_damage,p024,mixed_damage,lama,0.0352676759499518,0.03091506371356004,4.300733510196896e-05,0.0033534756560912988,architecture_structured,0.0352676759499518,0.0033534756560912988,0.09091519050665019,0.010255004428342833,0.045356575874147674,0.0057874714256049625,0.010088899924195871,p024,mixed_damage,architecture_structured,lama,False
