rank_direction,rank_metric,rank_evaluation_region,rank_position,rank_metric_value,feature_row_id,feature_case_id,restoration_case_id,source_case_id,dataset_name,painting_id,category,title,artist,style,model_name,mask_type,metric_mask_type,evaluation_region,region_pixel_count,mask_area_pixels,is_zero_control,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement,mean_similarity_improvement,clean_embedding_id,damaged_embedding_id,restored_embedding_id,embedding_group_id,status,issue
strongest,dinov2_similarity_improvement,content_region,14,0.3097405433654785,lama__canonical__canonical__p028_mixed_damage__content_region__feature_similarity,lama__canonical__canonical__p028_mixed_damage,lama__canonical__canonical__p028_mixed_damage,canonical__p028_mixed_damage,canonical,p028,architecture_structured,Trading posts of the Dutch East India Company (VOC),workshop of Johannes Vinckboons,,lama,mixed_damage,mixed_damage,content_region,407808,42118,False,0.8624236583709717,0.9966266751289368,0.1342030167579651,0.6741255521774292,0.9838660955429077,0.3097405433654785,0.2219717800617218,lama__canonical__canonical__p028_mixed_damage__content_region__clean,lama__canonical__canonical__p028_mixed_damage__content_region__damaged,lama__canonical__canonical__p028_mixed_damage__content_region__restored,canonical__p028__content_region,ok,
strongest,dinov2_similarity_improvement,content_region,15,0.2874090075492859,lama__canonical__canonical__p011_loss_small__content_region__feature_similarity,lama__canonical__canonical__p011_loss_small,lama__canonical__canonical__p011_loss_small,canonical__p011_loss_small,canonical,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,lama,loss_small,loss_small,content_region,405504,19318,False,0.8197944760322571,0.99936443567276,0.17956995964050293,0.7106574177742004,0.9980664253234863,0.2874090075492859,0.2334894835948944,lama__canonical__canonical__p011_loss_small__content_region__clean,lama__canonical__canonical__p011_loss_small__content_region__damaged,lama__canonical__canonical__p011_loss_small__content_region__restored,canonical__p011__content_region,ok,
strongest,dinov2_similarity_improvement,content_region,16,0.284004807472229,lama__canonical__canonical__p014_scratch_thin__content_region__feature_similarity,lama__canonical__canonical__p014_scratch_thin,lama__canonical__canonical__p014_scratch_thin,canonical__p014_scratch_thin,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,scratch_thin,scratch_thin,content_region,334080,9807,False,0.8761827945709229,0.9993854761123657,0.12320268154144287,0.7142610549926758,0.9982658624649048,0.284004807472229,0.20360374450683594,lama__canonical__canonical__p014_scratch_thin__content_region__clean,lama__canonical__canonical__p014_scratch_thin__content_region__damaged,lama__canonical__canonical__p014_scratch_thin__content_region__restored,canonical__p014__content_region,ok,
strongest,dinov2_similarity_improvement,content_region,17,0.28058475255966187,lama__canonical__canonical__p011_scratch_thin__content_region__feature_similarity,lama__canonical__canonical__p011_scratch_thin,lama__canonical__canonical__p011_scratch_thin,canonical__p011_scratch_thin,canonical,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,lama,scratch_thin,scratch_thin,content_region,405504,7275,False,0.8656505346298218,0.9998522400856018,0.13420170545578003,0.718697190284729,0.9992819428443909,0.28058475255966187,0.20739322900772095,lama__canonical__canonical__p011_scratch_thin__content_region__clean,lama__canonical__canonical__p011_scratch_thin__content_region__damaged,lama__canonical__canonical__p011_scratch_thin__content_region__restored,canonical__p011__content_region,ok,
strongest,dinov2_similarity_improvement,content_region,18,0.27459704875946045,lama__canonical__canonical__p041_loss_large__content_region__feature_similarity,lama__canonical__canonical__p041_loss_large,lama__canonical__canonical__p041_loss_large,canonical__p041_loss_large,canonical,p041,high_texture_brushwork,Wheat Field with Cypresses,Vincent van Gogh,Post-Impressionism,lama,loss_large,loss_large,content_region,469248,54043,False,0.884589672088623,0.9951934814453125,0.11060380935668945,0.6959902048110962,0.9705872535705566,0.27459704875946045,0.19260042905807495,lama__canonical__canonical__p041_loss_large__content_region__clean,lama__canonical__canonical__p041_loss_large__content_region__damaged,lama__canonical__canonical__p041_loss_large__content_region__restored,canonical__p041__content_region,ok,
strongest,dinov2_similarity_improvement,content_region,19,0.2737990617752075,lama__mask_robustness__mask_robustness__p026__scratch_thin__variant_05__content_region__feature_similarity,lama__mask_robustness__mask_robustness__p026__scratch_thin__variant_05,lama__mask_robustness__mask_robustness__p026__scratch_thin__variant_05,mask_robustness__p026__scratch_thin__variant_05,mask_robustness,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,lama,,,content_region,406272,8248,False,0.8182392120361328,0.9992346167564392,0.1809954047203064,0.7238028049468994,0.9976018667221069,0.2737990617752075,0.22739723324775696,lama__mask_robustness__mask_robustness__p026__scratch_thin__variant_05__content_region__clean,lama__mask_robustness__mask_robustness__p026__scratch_thin__variant_05__content_region__damaged,lama__mask_robustness__mask_robustness__p026__scratch_thin__variant_05__content_region__restored,mask_robustness__p026__content_region,ok,
strongest,dinov2_similarity_improvement,content_region,20,0.2666590213775635,lama__canonical__canonical__p013_scratch_thin__content_region__feature_similarity,lama__canonical__canonical__p013_scratch_thin,lama__canonical__canonical__p013_scratch_thin,canonical__p013_scratch_thin,canonical,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,lama,scratch_thin,scratch_thin,content_region,410112,8069,False,0.8982300162315369,0.9995884895324707,0.10135847330093384,0.7320773601531982,0.9987363815307617,0.2666590213775635,0.18400874733924866,lama__canonical__canonical__p013_scratch_thin__content_region__clean,lama__canonical__canonical__p013_scratch_thin__content_region__damaged,lama__canonical__canonical__p013_scratch_thin__content_region__restored,canonical__p013__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,1,-0.591290146112442,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe,synthetic_degradation__p001__partial_transparency__severe,synthetic_degradation,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,content_region,509184,315211,False,0.9667528867721558,0.554878294467926,-0.41187459230422974,0.9603588581085205,0.3690687119960785,-0.591290146112442,-0.5015823692083359,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe__content_region__restored,synthetic_degradation__p001__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,2,-0.19466102123260498,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe,synthetic_degradation__p018__partial_transparency__severe,synthetic_degradation,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,content_region,389376,169410,False,0.9902336597442627,0.9317690134048462,-0.058464646339416504,0.9829813241958618,0.7883203029632568,-0.19466102123260498,-0.12656283378601074,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe__content_region__restored,synthetic_degradation__p018__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,3,-0.17344820499420166,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe,synthetic_degradation__p039__partial_transparency__severe,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,lama,,,content_region,433152,156521,False,0.9917316436767578,0.9338283538818359,-0.057903289794921875,0.9841212034225464,0.8106729984283447,-0.17344820499420166,-0.11567574739456177,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe__content_region__restored,synthetic_degradation__p039__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,4,-0.15148276090621948,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe,synthetic_degradation__p043__partial_transparency__severe,synthetic_degradation,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,lama,,,content_region,469248,202937,False,0.9921016693115234,0.8428243398666382,-0.14927732944488525,0.9843710064888,0.8328882455825806,-0.15148276090621948,-0.15038004517555237,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe__content_region__restored,synthetic_degradation__p043__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,5,-0.14697587490081787,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe,synthetic_degradation__p026__partial_transparency__severe,synthetic_degradation,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,lama,,,content_region,406272,132649,False,0.9959160685539246,0.9158608913421631,-0.08005517721176147,0.9917359352111816,0.8447600603103638,-0.14697587490081787,-0.11351552605628967,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe__content_region__restored,synthetic_degradation__p026__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,6,-0.0865601897239685,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate,synthetic_degradation__p039__partial_transparency__moderate,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,lama,,,content_region,433152,104657,False,0.9960527420043945,0.9380556344985962,-0.05799710750579834,0.9949654936790466,0.9084053039550781,-0.0865601897239685,-0.07227864861488342,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate__content_region__restored,synthetic_degradation__p039__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,7,-0.07286429405212402,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate,synthetic_degradation__p001__partial_transparency__moderate,synthetic_degradation,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,content_region,509184,99854,False,0.9902927875518799,0.8311807513237,-0.15911203622817993,0.9862250089645386,0.9133607149124146,-0.07286429405212402,-0.11598816514015198,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate__content_region__restored,synthetic_degradation__p001__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,8,-0.06880170106887817,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate,synthetic_degradation__p039__water_stain__moderate,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,lama,,,content_region,433152,33464,False,0.998844563961029,0.9920419454574585,-0.006802618503570557,0.9965312480926514,0.9277295470237732,-0.06880170106887817,-0.037802159786224365,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate__content_region__restored,synthetic_degradation__p039__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,9,-0.05053901672363281,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate,synthetic_degradation__p043__partial_transparency__moderate,synthetic_degradation,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,lama,,,content_region,469248,108836,False,0.9972659349441528,0.9609204530715942,-0.036345481872558594,0.9956554174423218,0.945116400718689,-0.05053901672363281,-0.0434422492980957,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate__content_region__restored,synthetic_degradation__p043__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,10,-0.042048633098602295,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild,synthetic_degradation__p018__water_stain__mild,synthetic_degradation,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,content_region,389376,39028,False,0.9995675086975098,0.9931271076202393,-0.006440401077270508,0.9994237422943115,0.9573751091957092,-0.042048633098602295,-0.0242445170879364,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild__content_region__restored,synthetic_degradation__p018__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,11,-0.02968496084213257,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate,synthetic_degradation__p026__partial_transparency__moderate,synthetic_degradation,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,lama,,,content_region,406272,35610,False,0.9990663528442383,0.9954330325126648,-0.0036333203315734863,0.9955711960792542,0.9658862352371216,-0.02968496084213257,-0.016659140586853027,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate__content_region__restored,synthetic_degradation__p026__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,12,-0.022724270820617676,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate,synthetic_degradation__p018__partial_transparency__moderate,synthetic_degradation,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,content_region,389376,67754,False,0.9982382655143738,0.9859720468521118,-0.012266218662261963,0.9961944818496704,0.9734702110290527,-0.022724270820617676,-0.01749524474143982,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate__content_region__restored,synthetic_degradation__p018__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,13,-0.01096642017364502,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild,synthetic_degradation__p026__partial_transparency__mild,synthetic_degradation,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,lama,,,content_region,406272,18081,False,0.9997727274894714,0.9948117733001709,-0.004960954189300537,0.9991533756256104,0.9881869554519653,-0.01096642017364502,-0.007963687181472778,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild__content_region__restored,synthetic_degradation__p026__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,14,-0.010220170021057129,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate,synthetic_degradation__p018__water_stain_dirt__moderate,synthetic_degradation,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,content_region,389376,27569,False,0.9989160895347595,0.9928650856018066,-0.006051003932952881,0.9987326860427856,0.9885125160217285,-0.010220170021057129,-0.008135586977005005,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate__content_region__restored,synthetic_degradation__p018__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,15,-0.009662449359893799,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__mild__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__mild,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__mild,synthetic_degradation__p039__water_stain__mild,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,lama,,,content_region,433152,14196,False,0.9995181560516357,0.9987512230873108,-0.0007669329643249512,0.9972432255744934,0.9875807762145996,-0.009662449359893799,-0.005214691162109375,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__mild__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__mild__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__mild__content_region__restored,synthetic_degradation__p039__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,16,-0.008239209651947021,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild,synthetic_degradation__p043__partial_transparency__mild,synthetic_degradation,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,lama,,,content_region,469248,23169,False,0.9996340870857239,0.9888885617256165,-0.010745525360107422,0.9993850588798523,0.9911458492279053,-0.008239209651947021,-0.009492367506027222,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild__content_region__restored,synthetic_degradation__p043__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,17,-0.007693350315093994,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe,synthetic_degradation__p018__water_stain__severe,synthetic_degradation,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,content_region,389376,19426,False,0.9981432557106018,0.9972520470619202,-0.0008912086486816406,0.9972763061523438,0.9895829558372498,-0.007693350315093994,-0.004292279481887817,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe__content_region__restored,synthetic_degradation__p018__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,18,-0.0070133209228515625,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__mild__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__mild,synthetic_degradation__p018__partial_transparency__mild,synthetic_degradation,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,content_region,389376,23341,False,0.999587893486023,0.9974181056022644,-0.002169787883758545,0.999356746673584,0.9923434257507324,-0.0070133209228515625,-0.004591554403305054,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__mild__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__mild__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__mild__content_region__restored,synthetic_degradation__p018__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,19,-0.0058588385581970215,lama__synthetic_degradation__synthetic_degradation__p043__water_stain__severe__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p043__water_stain__severe,lama__synthetic_degradation__synthetic_degradation__p043__water_stain__severe,synthetic_degradation__p043__water_stain__severe,synthetic_degradation,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,lama,,,content_region,469248,23805,False,0.9980547428131104,0.9852895140647888,-0.012765228748321533,0.9979230165481567,0.9920641779899597,-0.0058588385581970215,-0.009312033653259277,lama__synthetic_degradation__synthetic_degradation__p043__water_stain__severe__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p043__water_stain__severe__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p043__water_stain__severe__content_region__restored,synthetic_degradation__p043__content_region,ok,
weakest,dinov2_similarity_improvement,content_region,20,-0.00438612699508667,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__mild__content_region__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__mild,synthetic_degradation__p039__partial_transparency__mild,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,lama,,,content_region,433152,14192,False,0.9999146461486816,0.9939751625061035,-0.005939483642578125,0.9996216297149658,0.9952355027198792,-0.00438612699508667,-0.0051628053188323975,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__mild__content_region__clean,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__mild__content_region__damaged,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__mild__content_region__restored,synthetic_degradation__p039__content_region,ok,
strongest,mean_similarity_improvement,content_region,1,0.34839943051338196,lama__canonical__canonical__p050_mixed_damage__content_region__feature_similarity,lama__canonical__canonical__p050_mixed_damage,lama__canonical__canonical__p050_mixed_damage,canonical__p050_mixed_damage,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,lama,mixed_damage,mixed_damage,content_region,446976,50756,False,0.7904052734375,0.9936338663101196,0.20322859287261963,0.4939984083175659,0.9875686764717102,0.4935702681541443,0.34839943051338196,lama__canonical__canonical__p050_mixed_damage__content_region__clean,lama__canonical__canonical__p050_mixed_damage__content_region__damaged,lama__canonical__canonical__p050_mixed_damage__content_region__restored,canonical__p050__content_region,ok,
strongest,mean_similarity_improvement,content_region,2,0.34595711529254913,lama__canonical__canonical__p010_mixed_damage__content_region__feature_similarity,lama__canonical__canonical__p010_mixed_damage,lama__canonical__canonical__p010_mixed_damage,canonical__p010_mixed_damage,canonical,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,mixed_damage,mixed_damage,content_region,533760,43214,False,0.817808210849762,0.9943007230758667,0.17649251222610474,0.4692169725894928,0.9846386909484863,0.5154217183589935,0.34595711529254913,lama__canonical__canonical__p010_mixed_damage__content_region__clean,lama__canonical__canonical__p010_mixed_damage__content_region__damaged,lama__canonical__canonical__p010_mixed_damage__content_region__restored,canonical__p010__content_region,ok,
strongest,mean_similarity_improvement,content_region,3,0.3435665965080261,lama__canonical__canonical__p013_mixed_damage__content_region__feature_similarity,lama__canonical__canonical__p013_mixed_damage,lama__canonical__canonical__p013_mixed_damage,canonical__p013_mixed_damage,canonical,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,lama,mixed_damage,mixed_damage,content_region,410112,35229,False,0.7921542525291443,0.9983094930648804,0.20615524053573608,0.5123268961906433,0.9933048486709595,0.48097795248031616,0.3435665965080261,lama__canonical__canonical__p013_mixed_damage__content_region__clean,lama__canonical__canonical__p013_mixed_damage__content_region__damaged,lama__canonical__canonical__p013_mixed_damage__content_region__restored,canonical__p013__content_region,ok,
strongest,mean_similarity_improvement,content_region,4,0.33190321922302246,lama__canonical__canonical__p041_mixed_damage__content_region__feature_similarity,lama__canonical__canonical__p041_mixed_damage,lama__canonical__canonical__p041_mixed_damage,canonical__p041_mixed_damage,canonical,p041,high_texture_brushwork,Wheat Field with Cypresses,Vincent van Gogh,Post-Impressionism,lama,mixed_damage,mixed_damage,content_region,469248,51197,False,0.8130618333816528,0.9976240992546082,0.18456226587295532,0.5053272247314453,0.9845713973045349,0.4792441725730896,0.33190321922302246,lama__canonical__canonical__p041_mixed_damage__content_region__clean,lama__canonical__canonical__p041_mixed_damage__content_region__damaged,lama__canonical__canonical__p041_mixed_damage__content_region__restored,canonical__p041__content_region,ok,
strongest,mean_similarity_improvement,content_region,5,0.3282967209815979,lama__canonical__canonical__p044_mixed_damage__content_region__feature_similarity,lama__canonical__canonical__p044_mixed_damage,lama__canonical__canonical__p044_mixed_damage,canonical__p044_mixed_damage,canonical,p044,high_texture_brushwork,Versailles,Auguste Renoir,Impressionism,lama,mixed_damage,mixed_damage,content_region,492288,42711,False,0.782368540763855,0.9961221218109131,0.2137535810470581,0.538233757019043,0.9810736179351807,0.4428398609161377,0.3282967209815979,lama__canonical__canonical__p044_mixed_damage__content_region__clean,lama__canonical__canonical__p044_mixed_damage__content_region__damaged,lama__canonical__canonical__p044_mixed_damage__content_region__restored,canonical__p044__content_region,ok,
strongest,mean_similarity_improvement,content_region,6,0.3242357075214386,lama__canonical__canonical__p011_mixed_damage__content_region__feature_similarity,lama__canonical__canonical__p011_mixed_damage,lama__canonical__canonical__p011_mixed_damage,canonical__p011_mixed_damage,canonical,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,lama,mixed_damage,mixed_damage,content_region,405504,36991,False,0.801773726940155,0.9974904656410217,0.1957167387008667,0.5425954461097717,0.9953501224517822,0.4527546763420105,0.3242357075214386,lama__canonical__canonical__p011_mixed_damage__content_region__clean,lama__canonical__canonical__p011_mixed_damage__content_region__damaged,lama__canonical__canonical__p011_mixed_damage__content_region__restored,canonical__p011__content_region,ok,
strongest,mean_similarity_improvement,content_region,7,0.3133005201816559,lama__canonical__canonical__p016_mixed_damage__content_region__feature_similarity,lama__canonical__canonical__p016_mixed_damage,lama__canonical__canonical__p016_mixed_damage,canonical__p016_mixed_damage,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,mixed_damage,mixed_damage,content_region,372480,42648,False,0.7529045343399048,0.9968928098678589,0.2439882755279541,0.6111099123954773,0.993722677230835,0.38261276483535767,0.3133005201816559,lama__canonical__canonical__p016_mixed_damage__content_region__clean,lama__canonical__canonical__p016_mixed_damage__content_region__damaged,lama__canonical__canonical__p016_mixed_damage__content_region__restored,canonical__p016__content_region,ok,
