case_id,painting_id,mask_id,mask_type,category,title,opencv_telea_mse_improvement,opencv_telea_psnr_improvement,opencv_telea_ssim_improvement,opencv_telea_lpips_improvement,opencv_telea_clip_improvement,opencv_telea_dinov2_improvement,lama_mse_improvement,lama_psnr_improvement,lama_ssim_improvement,lama_lpips_improvement,lama_clip_improvement,lama_dinov2_improvement,stable_diffusion_inpainting_mse_improvement,stable_diffusion_inpainting_psnr_improvement,stable_diffusion_inpainting_ssim_improvement,stable_diffusion_inpainting_lpips_improvement,stable_diffusion_inpainting_clip_improvement,stable_diffusion_inpainting_dinov2_improvement,winner_mse_improvement,winner_psnr_improvement,winner_ssim_improvement,winner_lpips_improvement,winner_clip_improvement,winner_dinov2_improvement,opencv_telea_metric_wins,lama_metric_wins,stable_diffusion_inpainting_metric_wins,metric_ties,overall_metric_vote,mixed_metric_outcome,all_metrics_same_winner,opencv_telea_all_metrics_win,lama_all_metrics_win,stable_diffusion_inpainting_all_metrics_win,num_unique_metric_winners,max_model_metric_wins,disagreement_strength,refined_selection_reason,comparison_figure_path
p024_loss_large,p024,p024_loss_large,loss_large,architecture_structured,Interior of the Church of St Bavo in Haarlem,27863.74584960937,12.984900099653276,0.1678887143234259,0.2307801246643066,0.1021432280540466,-0.115026831626892,28470.362182617188,15.284530922575314,0.1512541749363065,0.3547512590885162,0.1850593090057373,0.1021957993507385,25933.097900390625,9.351774866247656,-0.0396450624478657,0.3654626607894897,0.1614338159561157,0.0717297196388244,lama,lama,opencv_telea,stable_diffusion_inpainting,lama,lama,1,4,1,0,lama,True,False,False,False,False,3.0,4.0,3.0,refined_metric_disagreement,
p030_loss_large,p030,p030_loss_large,loss_large,architecture_structured,Interior with Five Women,29748.995727539062,14.333533844763927,0.1633324481205806,0.1774259507656097,0.0300440192222595,-0.2441242337226867,30330.6767578125,17.4387098458663,0.1822944431682174,0.3114605993032455,0.10984468460083,0.1260564923286438,29672.559326171875,14.051405046001635,-0.023441189161597,0.2953331470489502,0.1076409220695495,0.0414581298828125,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p030_loss_large_opencv_lama_stable_diffusion_comparison.png
p021_loss_small,p021,p021_loss_small,loss_small,architecture_structured,Interior of the Oude Kerk in Delft,36344.1103515625,17.894586376986883,0.0212482454744559,0.1243019169196486,0.0487406253814697,0.0194228291511535,36632.51251220703,20.740763083109997,0.0283666617276187,0.1342508741654455,0.0541525483131408,0.0236083269119262,36244.25830078125,17.2259426798553,-0.2712728828616737,0.0858667269349098,0.035118818283081,-0.0138382911682128,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,
p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,20584.240211486816,22.65823014078176,0.0546032303872344,0.2157316710799932,0.1760314106941223,0.0006470680236816,20558.037536621094,21.74686573053706,0.0504437783890102,0.2262563621625304,0.1787887811660766,0.034255564212799,20060.11865234375,15.122053049197714,-0.3470760017014485,0.0764611512422561,0.1198295354843139,-0.0609058737754821,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p027_loss_small,p027,p027_loss_small,loss_small,architecture_structured,Italian Landscape with the Ponte Lucano over the Aniene River,30904.115661621094,18.542938672874417,0.0598094095039798,0.2420402653515339,0.1616478562355041,0.0619608163833618,30897.129028320312,18.474267474565483,0.0529786942455704,0.267674284055829,0.1642454266548156,0.1013545989990234,30881.99267578125,18.329116119780718,-0.3167568077929609,0.1738183200359344,0.1378035545349121,0.0292200446128845,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p030_loss_small,p030,p030_loss_small,loss_small,architecture_structured,Interior with Five Women,30988.70556640625,16.727182045189966,0.0605971972921667,0.1234406307339668,0.1153820157051086,0.0156556367874145,30897.11834716797,16.172818790707268,0.0695477185693388,0.1353442203253507,0.1128087639808654,0.0196432471275329,30482.889404296875,14.291999492299093,-0.1823638989663832,0.0831656455993652,0.0996517539024353,-0.0052603483200073,opencv_telea,opencv_telea,lama,lama,opencv_telea,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,Interior of the Oude Kerk in Delft,24579.17987060547,15.919564268611753,0.0734033353546873,0.2870566695928573,0.2238418459892273,0.1108227372169494,24831.716674804688,18.075164860636484,0.0775456708223677,0.3142302092164755,0.2280734777450561,0.1283338665962219,24060.83374023437,13.359440655341125,-0.2450447792279467,0.2123121321201324,0.1840514540672302,0.0479581952095031,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,
p030_mixed_damage,p030,p030_mixed_damage,mixed_damage,architecture_structured,Interior with Five Women,31162.962799072266,19.254263031186024,0.099122193291443,0.3080702908337116,0.1956048011779785,0.0591245889663696,31241.20132446289,20.27216676200929,0.1040386894943505,0.3242066912353039,0.2121652364730835,0.2249278426170349,30886.80450439453,16.855030871908024,-0.1373954716461796,0.2668665498495102,0.1824560761451721,0.1696094870567321,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,,,refined_majority_vote_lama,
p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,33284.92254638672,18.132438547733347,0.0329676392069752,0.1651452579535544,0.040755808353424,0.0391507148742675,33422.392578125,19.466837068068127,0.0336223512518941,0.1671141358092427,0.0408387184143066,0.0393508672714233,31118.88256835937,10.999164138235503,-0.2750102441315704,0.1030701324343681,0.0191894173622131,-0.0153008103370666,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,
p024_scratch_thin,p024,p024_scratch_thin,scratch_thin,architecture_structured,Interior of the Church of St Bavo in Haarlem,35513.329917907715,26.860041343760663,0.0549096949932863,0.2971309179556556,0.0889835357666015,0.0567128658294677,35434.624450683594,23.69341637015669,0.0515629638892767,0.2943493665661663,0.0875849723815918,0.0499400496482849,33975.85852050781,13.442451689892076,-0.2526405250408643,0.2043969184160232,0.0588552355766296,0.0211443901062011,opencv_telea,opencv_telea,opencv_telea,opencv_telea,opencv_telea,opencv_telea,6,0,0,0,opencv_telea,False,True,True,False,False,,,,refined_majority_vote_opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p024_scratch_thin_opencv_lama_stable_diffusion_comparison.png
p029_scratch_thin,p029,p029_scratch_thin,scratch_thin,architecture_structured,"The Trading Post of the Dutch East India Company in Hooghly, Bengal",20453.45401000977,20.886818784718603,0.0824241218609512,0.2460128185339272,0.0916076302528381,0.0788788795471191,20421.501922607426,20.131138672603484,0.0793818202043469,0.2455362814944237,0.0915165543556213,0.0791146159172058,19539.60791015625,12.80104363935972,-0.3676499945050093,0.1489317193627357,0.0702811479568481,-0.004509687423706,opencv_telea,opencv_telea,opencv_telea,opencv_telea,opencv_telea,lama,5,1,0,0,opencv_telea,True,False,False,False,False,,,,refined_majority_vote_opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p029_scratch_thin_opencv_lama_stable_diffusion_comparison.png
p030_scratch_thin,p030,p030_scratch_thin,scratch_thin,architecture_structured,Interior with Five Women,35483.98045349121,27.19526686440445,0.1039801748230175,0.345065982255619,0.196303904056549,0.1732300519943237,35459.6379699707,25.86324249816547,0.1000824219110473,0.3439278446603566,0.1960881948471069,0.1731989383697509,31956.5302734375,9.95130455564582,-0.1991346651746758,0.1607543230056762,0.0720787048339843,-0.0077072381973266,opencv_telea,opencv_telea,opencv_telea,opencv_telea,opencv_telea,opencv_telea,6,0,0,0,opencv_telea,False,True,True,False,False,,,,refined_majority_vote_opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p030_scratch_thin_opencv_lama_stable_diffusion_comparison.png
p041_loss_large,p041,p041_loss_large,loss_large,high_texture_brushwork,Wheat Field with Cypresses,18409.359619140625,12.609664308656612,0.0609909425304865,0.1055958569049835,0.0001491904258728,-0.0783341526985168,18331.59631347656,12.304422283924067,0.0286255255186221,0.2862197160720825,0.158038318157196,0.23280930519104,17959.410888671875,11.082781965835052,-0.2850412498810883,0.2488380968570709,0.1496609449386596,0.2249387502670288,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p046_loss_large,p046,p046_loss_large,loss_large,high_texture_brushwork,Boating,18686.536376953125,11.855581808172122,0.0977576723010649,0.1424265205860138,-0.0906470417976379,-0.1489777565002441,19018.35595703125,13.130938676017363,0.0873700235715269,0.2607779502868652,0.1572717428207397,-0.1007546186447143,17703.577880859375,9.41572610237474,-0.1716668792517534,0.2023821175098419,0.1502583026885986,0.1002488732337951,lama,lama,opencv_telea,lama,lama,stable_diffusion_inpainting,1,4,1,0,lama,True,False,False,False,False,3.0,4.0,3.0,refined_metric_disagreement,
p048_loss_large,p048,p048_loss_large,loss_large,high_texture_brushwork,A Farm in Brittany,27720.657470703125,14.455165766853446,0.1573508856492959,0.191657543182373,0.0072274208068847,-0.2544845640659332,28284.35922241211,17.893217058849977,0.1499989683525098,0.2719768285751343,0.2022416591644287,0.1768238544464111,27452.81188964844,13.451936867711195,-0.0826675072461414,0.2626664936542511,0.2082928419113159,0.1441987752914428,lama,lama,opencv_telea,lama,stable_diffusion_inpainting,lama,1,4,1,0,lama,True,False,False,False,False,3.0,4.0,3.0,refined_metric_disagreement,
p049_loss_large,p049,p049_loss_large,loss_large,high_texture_brushwork,Peonies,25158.731201171875,12.963116708749386,0.1613355942132277,0.2114125788211822,0.0217477083206176,0.0204291343688964,26045.01315307617,17.670226074219855,0.1723631767866549,0.2986589670181274,0.2334747910499572,0.0926483869552612,22785.93701171875,8.535865587489429,-0.0962566002358904,0.1716964840888977,0.2230065464973449,0.0026559829711914,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,
p050_loss_large,p050,p050_loss_large,loss_large,high_texture_brushwork,Landscape with a Sunlit Stream,36170.44073486328,16.46662178166921,0.1787401309506733,0.2030299305915832,0.0626245141029357,-0.1228090822696685,36316.64410400391,17.30278099249465,0.1056332730298229,0.4179140031337738,0.3441696166992187,0.3743863701820373,35462.07409667969,13.798415884977626,-0.1195018808830539,0.2976932525634765,0.2580386400222778,0.4131391048431396,lama,lama,opencv_telea,lama,lama,stable_diffusion_inpainting,1,4,1,0,lama,True,False,False,False,False,3.0,4.0,3.0,refined_metric_disagreement,
p041_loss_small,p041,p041_loss_small,loss_small,high_texture_brushwork,Wheat Field with Cypresses,15441.245910644531,13.966973603260632,0.0460226017852337,0.165394801646471,0.1135149598121643,0.0876585841178894,15437.066162109377,13.938934368988372,0.0391801148824385,0.1913084350526332,0.1226593255996704,0.1445527076721191,15176.734130859377,12.475086139614726,-0.5857347173309745,0.0792187005281448,0.0791932344436645,0.0887479782104492,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p046_loss_small,p046,p046_loss_small,loss_small,high_texture_brushwork,Boating,24430.26611328125,18.70430518661144,0.0606200573028882,0.1791840121150016,0.0642025470733642,0.0335183143615722,24608.277801513672,22.01491920740713,0.0631429657708559,0.1913844924420118,0.0669580698013305,0.0463873147964477,23165.50646972656,11.901118980604863,-0.2682815176458846,0.0648281425237655,0.0161851644515991,-0.0084465742111206,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,
p049_loss_small,p049,p049_loss_small,loss_small,high_texture_brushwork,Peonies,32699.17694091797,19.785078613095205,0.047495915515523,0.1353767588734626,0.0455909967422485,0.0289989709854125,32548.51058959961,18.219858964453817,0.0451164668622445,0.1421853937208652,0.0456344485282897,0.0402747392654418,32501.46459960937,17.827742347794302,-0.1772241058634125,0.1065576151013374,0.0275495052337646,0.01627117395401,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p050_loss_small,p050,p050_loss_small,loss_small,high_texture_brushwork,Landscape with a Sunlit Stream,34473.021423339844,19.98809577138776,0.0506135245227923,0.3036016076803207,0.1533991694450378,0.2361522316932678,34377.444763183594,18.93732122597432,0.0411275120484222,0.3536928948014974,0.1901987195014953,0.3444817066192627,34283.76159667969,18.107176962269023,-0.4961297351237768,0.1744552105665207,0.1676029562950134,0.2713973522186279,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p041_mixed_damage,p041,p041_mixed_damage,mixed_damage,high_texture_brushwork,Wheat Field with Cypresses,24349.449584960938,13.92795584744193,0.0424675189399377,0.2195238322019577,0.1005750894546508,0.2427684664726257,24235.32287597656,13.47038914825806,0.0394281544144634,0.2608042620122432,0.1178239583969116,0.3130087256431579,23985.401977539062,12.610417163140813,-0.5507951961427315,0.1832953095436096,0.1074119806289672,0.2961287498474121,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p046_mixed_damage,p046,p046_mixed_damage,mixed_damage,high_texture_brushwork,Boating,32843.79620361328,16.005521200733455,0.0738197847841659,0.2015085704624653,0.1024627089500427,0.0672257542610168,33423.10110473633,21.02860212587325,0.0795979947259759,0.2193573769181966,0.1058788895606994,0.1070733666419982,32570.486328125,14.788673524226157,-0.246942108620355,0.1547206342220306,0.0615115165710449,0.0347867608070373,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,
p050_mixed_damage,p050,p050_mixed_damage,mixed_damage,high_texture_brushwork,Landscape with a Sunlit Stream,37441.743896484375,19.06495699771775,0.0736982837473545,0.3560130223631859,0.1632707118988037,0.5090683996677399,37331.942321777344,18.15351596652429,0.0651111527024704,0.3997372090816498,0.1907312273979187,0.5781295597553253,36709.70947265625,14.987891313463546,-0.3769338605824869,0.2559824585914612,0.1032080054283142,0.3465621769428253,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p042_scratch_thin,p042,p042_scratch_thin,scratch_thin,high_texture_brushwork,View of Beirut,22585.67236328125,12.190834970839129,0.0519689306121758,0.1867195479571819,0.1203921437263488,0.1975273489952087,23306.14428710937,15.16984479659004,0.0502241649174097,0.1916551780886948,0.1197943687438964,0.1960865259170532,20715.45068359375,8.595270139636856,-0.2354573394691153,0.0913298949599266,0.0705392360687255,0.0932137370109558,lama,lama,opencv_telea,lama,opencv_telea,opencv_telea,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p045_scratch_thin,p045,p045_scratch_thin,scratch_thin,high_texture_brushwork,Two Girls with Parasols,30726.10266113281,14.739868813139184,0.0625791273736533,0.258127206005156,0.0695471763610839,0.0746619701385498,31045.0458984375,16.2813665010349,0.0633255789668483,0.2617596983909607,0.0709660649299621,0.0750593543052673,28189.0546875,9.45493013958862,-0.3589618072661972,0.1403183490037918,0.0271833539009094,0.0146049261093139,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,
p049_scratch_thin,p049,p049_scratch_thin,scratch_thin,high_texture_brushwork,Peonies,37125.632232666016,24.24310355943634,0.0534222097332242,0.2110091903014108,0.1041469573974609,0.0699548721313476,37164.24847412109,25.641377996924128,0.0524422055775488,0.2119499746477231,0.104085624217987,0.069689929485321,34275.23681640625,10.95542231623333,-0.1818225752113923,0.1202776953577995,0.0782201290130615,-0.0314860939979553,lama,lama,opencv_telea,lama,opencv_telea,opencv_telea,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p015_loss_large,p015,p015_loss_large,loss_large,landscape_natural,Landscape,20930.594665527344,14.632187101378166,0.1193496041794934,0.1683862507343292,-0.0467734932899475,-0.1973687410354614,20803.24493408203,13.94775340330906,0.0497236813929928,0.4214644581079483,0.1642574071884155,0.3434723615646362,18072.2431640625,7.791581252492291,-0.183211405778695,0.2557416558265686,0.0382831096649169,0.1829873919486999,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p017_loss_large,p017,p017_loss_large,loss_large,landscape_natural,Picturesque Landscape,8919.4443359375,8.456356984598031,0.0415539384570735,0.0329016149044036,-0.0309364795684814,-0.2869917154312134,8867.896484375,8.308104552463803,0.0174164037433446,0.207484945654869,0.0872251391410827,0.1792643070220947,8670.136962890625,7.782120558985792,-0.2590749485578174,0.155702531337738,0.0748223662376403,0.0428134202957153,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p019_loss_large,p019,p019_loss_large,loss_large,landscape_natural,Evening: Landscape with an Aqueduct,25688.907470703125,10.515625329840375,0.100379515740662,0.1277337372303009,0.0080465078353881,-0.1018826961517334,27329.53387451172,15.141188787635596,0.1170254222222842,0.23399518430233,0.1492893695831298,0.1008278131484985,26482.109741210938,12.170281263022202,-0.1179517838669047,0.1839820742607116,0.1403539776802063,0.0417901277542114,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,
p020_loss_large,p020,p020_loss_large,loss_large,landscape_natural,Mediterranean landscape (recto); Mountains (verso),5225.530151367188,7.244043606658163,0.0382345854916079,0.0411601662635803,-0.0031177401542663,-0.36402228474617,5207.5474853515625,7.180224674167205,-0.0107915580064067,0.1962473690509796,0.1859938502311706,0.1591154336929321,3271.84521484375,3.080566935596501,-0.2983104041646078,0.1036734580993652,0.0788500905036926,-0.1451420783996582,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p015_loss_small,p015,p015_loss_small,loss_small,landscape_natural,Landscape,16166.191802978516,17.082497638399907,0.0224554196471501,0.1188669875264167,0.0446751713752746,0.0766756534576416,16078.172576904297,16.035328793277706,0.0169639487523877,0.1230125571601092,0.0454081296920776,0.0891027450561523,15727.9150390625,13.357601145935634,-0.4761414345351913,0.0558198243379592,0.0290002226829528,0.0308336019515991,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p018_loss_small,p018,p018_loss_small,loss_small,landscape_natural,Classical Landscape with Figures,30529.275512695312,18.9115776406979,0.048570421899358,0.1652987748384475,0.1286853551864624,0.040526807308197,30777.10852050781,23.15637820036094,0.0565006186071532,0.1891403696499765,0.1363428831100464,0.0610690116882324,30069.90704345703,15.574936960095895,-0.187196201580497,0.1324931234121322,0.0989964008331298,0.000497817993164,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,,,refined_majority_vote_lama,
