original_case_id,case_id,painting_id,mask_id,mask_type,category,title,uncertainty_selection_role,seed_a,seed_b,seed_pair,lpips_net,lpips_target_size,bbox_margin,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,pairwise_lpips_distance
p043_mixed_damage,p043_mixed_damage,p043,p043_mixed_damage,mixed_damage,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2026,2027,2026_2027,alex,256,16,0,62,768,705,768,643,0.058166444301605225
p043_mixed_damage,p043_mixed_damage,p043,p043_mixed_damage,mixed_damage,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2026,2028,2026_2028,alex,256,16,0,62,768,705,768,643,0.0601402223110199
p043_mixed_damage,p043_mixed_damage,p043,p043_mixed_damage,mixed_damage,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2026,2029,2026_2029,alex,256,16,0,62,768,705,768,643,0.05664348229765892
p043_mixed_damage,p043_mixed_damage,p043,p043_mixed_damage,mixed_damage,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2027,2028,2027_2028,alex,256,16,0,62,768,705,768,643,0.05395186319947243
p043_mixed_damage,p043_mixed_damage,p043,p043_mixed_damage,mixed_damage,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2027,2029,2027_2029,alex,256,16,0,62,768,705,768,643,0.0569208525121212
p043_mixed_damage,p043_mixed_damage,p043,p043_mixed_damage,mixed_damage,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2028,2029,2028_2029,alex,256,16,0,62,768,705,768,643,0.05335705354809761
p043_scratch_thin,p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2026,2027,2026_2027,alex,256,16,0,62,768,705,768,643,0.022993089631199837
p043_scratch_thin,p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2026,2028,2026_2028,alex,256,16,0,62,768,705,768,643,0.022431546822190285
p043_scratch_thin,p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2026,2029,2026_2029,alex,256,16,0,62,768,705,768,643,0.02405092492699623
p043_scratch_thin,p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2027,2028,2027_2028,alex,256,16,0,62,768,705,768,643,0.022382065653800964
p043_scratch_thin,p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2027,2029,2027_2029,alex,256,16,0,62,768,705,768,643,0.02300635166466236
p043_scratch_thin,p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2028,2029,2028_2029,alex,256,16,0,62,768,705,768,643,0.024003060534596443
