dataset_name,case_id,painting_id,mask_id,mask_type,category,model_name,full_pixel_count,masked_pixel_count,damaged_error_mean_full,restored_error_mean_full,improvement_mean_full,damaged_error_max_full,restored_error_max_full,improvement_min_full,improvement_max_full,damaged_error_mean_masked,restored_error_mean_masked,improvement_mean_masked,improvement_std_masked,negative_improvement_pixels_masked,positive_improvement_pixels_masked,zero_improvement_pixels_masked,negative_improvement_percentage_masked,positive_improvement_percentage_masked
canonical,p032_loss_small,p032,,,abstraction_surrealism,opencv_telea,589824,17662,1.5664145946502686,0.5931294560432434,0.9732852578163147,242.3333282470703,215.3333282470703,-190.33334350585938,234.0,52.31055450439453,19.80760955810547,32.50294494628906,44.37837219238281,1065,16592,5,6.029894689163175,93.94179594609896
canonical,p032_mixed_damage,p032,,,abstraction_surrealism,opencv_telea,589824,47946,4.460476875305176,3.650434732437134,0.810042142868042,242.3333282470703,216.6666717529297,-201.6666717529297,237.3333282470703,54.8720703125,44.90706253051758,9.965008735656738,97.28009796142578,10302,37630,14,21.486672506569892,78.4841279773078
canonical,p032_scratch_thin,p032,,,abstraction_surrealism,opencv_telea,589824,8096,0.8220039010047913,0.09357199817895889,0.7284319400787354,242.3333282470703,160.3333282470703,-127.66667175292969,235.3333282470703,59.886077880859375,6.817070007324219,53.069007873535156,59.02415084838867,120,7975,1,1.482213438735178,98.5054347826087
canonical,p032_zero_control,p032,,,abstraction_surrealism,opencv_telea,589824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,,
canonical,p033_loss_large,p033,,,abstraction_surrealism,opencv_telea,589824,73172,18.538204193115234,4.945959568023682,13.592244148254395,229.3333282470703,195.6666717529297,-194.0,213.0,149.4325408935547,39.868343353271484,109.564208984375,65.11653900146484,4109,69043,20,5.615535997376045,94.35713114306019
canonical,p033_loss_small,p033,,,abstraction_surrealism,opencv_telea,589824,25311,5.917215824127197,1.1372629404067993,4.779952049255371,218.3333282470703,177.0,-157.0,209.0,137.8892822265625,26.501720428466797,111.38755798339844,57.394386291503906,910,24377,24,3.5952747817154598,96.30990478448106
canonical,p033_mixed_damage,p033,,,abstraction_surrealism,opencv_telea,589824,47371,10.329610824584961,2.628371238708496,7.701239585876465,244.0,188.6666717529297,-182.0,222.6666717529297,128.61566162109375,32.726280212402344,95.8893814086914,73.59479522705078,4416,42918,37,9.32215912689198,90.59973401448143
canonical,p033_scratch_thin,p033,,,abstraction_surrealism,opencv_telea,589824,15664,3.8910903930664062,0.2709107995033264,3.6201791763305664,238.3333282470703,119.0,-80.33333587646484,226.66665649414062,146.5180206298828,10.20107650756836,136.3169403076172,54.857051849365234,169,15491,4,1.0789070480081715,98.89555669050051
canonical,p033_zero_control,p033,,,abstraction_surrealism,opencv_telea,589824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,,
canonical,p034_loss_large,p034,,,abstraction_surrealism,opencv_telea,589824,67682,17.64592170715332,3.8892030715942383,13.75671672821045,228.6666717529297,142.0,-87.66666412353516,221.66665649414062,153.77777099609375,33.89298629760742,119.8847885131836,43.94217300415039,1659,66007,16,2.451168700688514,97.52519133595342
