feature_row_id,feature_case_id,metric_case_id,restoration_case_id,source_case_id,source_case_id_original,case_id,dataset_name,metric_applicability,painting_id,category,title,artist,style,model_name,mask_id,mask_type,metric_mask_id,metric_mask_type,evaluation_region,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,mask_area_pixels,is_zero_control,mask_threshold_rule,mask_bbox_margin,feature_input_size,clip_model_name,clip_model_revision,dinov2_model_name,dinov2_model_revision,clean_embedding_id,damaged_embedding_id,restored_embedding_id,embedding_group_id,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement,mean_similarity_improvement,metric_runtime_seconds,case_runtime_seconds,feature_similarity_schema_version,feature_similarity_implementation_name,device,python_version,numpy_version,pandas_version,pillow_version,torch_version,torchvision_version,transformers_version,status,issue
sd24_0137__mask_bbox_crop__feature_similarity,sd24_0137,sd24_0137,sd__can__p016__loss_small__p00_generic__s2026__a994a8a713,p016_loss_small,p016_loss_small,p016_loss_small,canonical,primary,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,stable_diffusion_inpainting,p016_loss_small,loss_small,p016_loss_small,loss_small,mask_bbox_crop,196249,85,136,528,579,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0137__mask_bbox_crop__clean,sd24_0137__mask_bbox_crop__damaged,sd24_0137__mask_bbox_crop__restored,canonical__p016__mask_bbox_crop,0.8884934782981873,0.9974030256271362,0.10890954732894897,0.9657551050186157,0.9689545631408691,0.003199458122253418,0.056054502725601196,0.16664419998414814,0.6175387999974191,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0138__full_image__feature_similarity,sd24_0138,sd24_0138,sd__can__p016__mixed_damage__p00_generic__s2026__22a10902e9,p016_mixed_damage,p016_mixed_damage,p016_mixed_damage,canonical,primary,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,stable_diffusion_inpainting,p016_mixed_damage,mixed_damage,p016_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0138__full_image__clean,sd24_0138__full_image__damaged,sd24_0138__full_image__restored,canonical__p016__full_image,0.7981017827987671,0.967648983001709,0.1695472002029419,0.5591603517532349,0.8938018679618835,0.3346415162086487,0.2520943582057953,0.17543279999517836,0.665126899984898,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0138__content_region__feature_similarity,sd24_0138,sd24_0138,sd__can__p016__mixed_damage__p00_generic__s2026__22a10902e9,p016_mixed_damage,p016_mixed_damage,p016_mixed_damage,canonical,primary,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,stable_diffusion_inpainting,p016_mixed_damage,mixed_damage,p016_mixed_damage,mixed_damage,content_region,372480,0,141,768,626,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0138__content_region__clean,sd24_0138__content_region__damaged,sd24_0138__content_region__restored,canonical__p016__content_region,0.7529045343399048,0.9733683466911316,0.2204638123512268,0.6111099123954773,0.8974364995956421,0.2863265872001648,0.2533951997756958,0.19140280000283383,0.665126899984898,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0138__mask_bbox_crop__feature_similarity,sd24_0138,sd24_0138,sd__can__p016__mixed_damage__p00_generic__s2026__22a10902e9,p016_mixed_damage,p016_mixed_damage,p016_mixed_damage,canonical,primary,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,stable_diffusion_inpainting,p016_mixed_damage,mixed_damage,p016_mixed_damage,mixed_damage,mask_bbox_crop,559504,20,9,768,757,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0138__mask_bbox_crop__clean,sd24_0138__mask_bbox_crop__damaged,sd24_0138__mask_bbox_crop__restored,canonical__p016__mask_bbox_crop,0.7794843912124634,0.9828601479530334,0.20337575674057007,0.6125483512878418,0.8522149324417114,0.23966658115386963,0.22152116894721985,0.20079939998686314,0.665126899984898,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0139__full_image__feature_similarity,sd24_0139,sd24_0139,sd__can__p016__scratch_thin__p00_generic__s2026__58550c7993,p016_scratch_thin,p016_scratch_thin,p016_scratch_thin,canonical,primary,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,stable_diffusion_inpainting,p016_scratch_thin,scratch_thin,p016_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0139__full_image__clean,sd24_0139__full_image__damaged,sd24_0139__full_image__restored,canonical__p016__full_image,0.9212651252746582,0.9787277579307556,0.05746263265609741,0.9295085668563843,0.9623425006866455,0.03283393383026123,0.04514828324317932,0.21154160000151023,0.6485200999886729,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0139__content_region__feature_similarity,sd24_0139,sd24_0139,sd__can__p016__scratch_thin__p00_generic__s2026__58550c7993,p016_scratch_thin,p016_scratch_thin,p016_scratch_thin,canonical,primary,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,stable_diffusion_inpainting,p016_scratch_thin,scratch_thin,p016_scratch_thin,scratch_thin,content_region,372480,0,141,768,626,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0139__content_region__clean,sd24_0139__content_region__damaged,sd24_0139__content_region__restored,canonical__p016__content_region,0.9048082828521729,0.9776977300643921,0.07288944721221924,0.9505952596664429,0.9659656882286072,0.015370428562164307,0.04412993788719177,0.15413780001108535,0.6485200999886729,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0139__mask_bbox_crop__feature_similarity,sd24_0139,sd24_0139,sd__can__p016__scratch_thin__p00_generic__s2026__58550c7993,p016_scratch_thin,p016_scratch_thin,p016_scratch_thin,canonical,primary,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,stable_diffusion_inpainting,p016_scratch_thin,scratch_thin,p016_scratch_thin,scratch_thin,mask_bbox_crop,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0139__mask_bbox_crop__clean,sd24_0139__mask_bbox_crop__damaged,sd24_0139__mask_bbox_crop__restored,canonical__p016__mask_bbox_crop,0.9212651252746582,0.9787277579307556,0.05746263265609741,0.9295085668563843,0.9623425006866455,0.03283393383026123,0.04514828324317932,0.18759050001972355,0.6485200999886729,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0140__full_image__feature_similarity,sd24_0140,sd24_0140,sd__can__p016__zero__p00_generic__s2026__12d870ea2f,p016_zero_control,p016_zero_control,p016_zero_control,canonical,primary,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,stable_diffusion_inpainting,p016_zero_control,zero_control,p016_zero_control,zero_control,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0140__full_image__clean,sd24_0140__full_image__damaged,sd24_0140__full_image__restored,canonical__p016__full_image,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.18698580001364462,0.4530749999976251,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0140__content_region__feature_similarity,sd24_0140,sd24_0140,sd__can__p016__zero__p00_generic__s2026__12d870ea2f,p016_zero_control,p016_zero_control,p016_zero_control,canonical,primary,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,stable_diffusion_inpainting,p016_zero_control,zero_control,p016_zero_control,zero_control,content_region,372480,0,141,768,626,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0140__content_region__clean,sd24_0140__content_region__damaged,sd24_0140__content_region__restored,canonical__p016__content_region,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.17810540000209585,0.4530749999976251,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0141__full_image__feature_similarity,sd24_0141,sd24_0141,sd__can__p017__loss_large__p00_generic__s2026__f7b85ab736,p017_loss_large,p017_loss_large,p017_loss_large,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_loss_large,loss_large,p017_loss_large,loss_large,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0141__full_image__clean,sd24_0141__full_image__damaged,sd24_0141__full_image__restored,canonical__p017__full_image,0.897256076335907,0.9932596683502197,0.09600359201431274,0.6879458427429199,0.956871747970581,0.26892590522766113,0.18246474862098694,0.18474470000364818,0.6743729999870993,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0141__content_region__feature_similarity,sd24_0141,sd24_0141,sd__can__p017__loss_large__p00_generic__s2026__f7b85ab736,p017_loss_large,p017_loss_large,p017_loss_large,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_loss_large,loss_large,p017_loss_large,loss_large,content_region,434688,101,0,667,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0141__content_region__clean,sd24_0141__content_region__damaged,sd24_0141__content_region__restored,canonical__p017__content_region,0.868786096572876,0.9849717617034912,0.11618566513061523,0.7266182899475098,0.9628076553344727,0.2361893653869629,0.17618751525878906,0.194626899989089,0.6743729999870993,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0141__mask_bbox_crop__feature_similarity,sd24_0141,sd24_0141,sd__can__p017__loss_large__p00_generic__s2026__f7b85ab736,p017_loss_large,p017_loss_large,p017_loss_large,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_loss_large,loss_large,p017_loss_large,loss_large,mask_bbox_crop,108241,283,278,612,607,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0141__mask_bbox_crop__clean,sd24_0141__mask_bbox_crop__damaged,sd24_0141__mask_bbox_crop__restored,canonical__p017__mask_bbox_crop,0.809087336063385,0.9322906136512756,0.12320327758789062,0.6085003018379211,0.769729733467102,0.1612294316291809,0.14221635460853577,0.15967790002468973,0.6743729999870993,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0142__full_image__feature_similarity,sd24_0142,sd24_0142,sd__can__p017__loss_small__p00_generic__s2026__ea4c269398,p017_loss_small,p017_loss_small,p017_loss_small,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_loss_small,loss_small,p017_loss_small,loss_small,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0142__full_image__clean,sd24_0142__full_image__damaged,sd24_0142__full_image__restored,canonical__p017__full_image,0.8890694975852966,0.9983510375022888,0.10928153991699219,0.832413911819458,0.9926226139068604,0.16020870208740234,0.13474512100219727,0.20279239999945275,0.6653302000195254,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0142__content_region__feature_similarity,sd24_0142,sd24_0142,sd__can__p017__loss_small__p00_generic__s2026__ea4c269398,p017_loss_small,p017_loss_small,p017_loss_small,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_loss_small,loss_small,p017_loss_small,loss_small,content_region,434688,101,0,667,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0142__content_region__clean,sd24_0142__content_region__damaged,sd24_0142__content_region__restored,canonical__p017__content_region,0.8928115367889404,0.998306155204773,0.10549461841583252,0.9325231909751892,0.9946609735488892,0.06213778257369995,0.08381620049476624,0.18508789999759756,0.6653302000195254,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0142__mask_bbox_crop__feature_similarity,sd24_0142,sd24_0142,sd__can__p017__loss_small__p00_generic__s2026__ea4c269398,p017_loss_small,p017_loss_small,p017_loss_small,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_loss_small,loss_small,p017_loss_small,loss_small,mask_bbox_crop,477481,45,31,736,722,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0142__mask_bbox_crop__clean,sd24_0142__mask_bbox_crop__damaged,sd24_0142__mask_bbox_crop__restored,canonical__p017__mask_bbox_crop,0.8932625651359558,0.9981566667556763,0.10489410161972046,0.9106886982917786,0.9948384761810303,0.08414977788925171,0.09452193975448608,0.1751399000058882,0.6653302000195254,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0143__full_image__feature_similarity,sd24_0143,sd24_0143,sd__can__p017__mixed_damage__p00_generic__s2026__2c755d38ac,p017_mixed_damage,p017_mixed_damage,p017_mixed_damage,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_mixed_damage,mixed_damage,p017_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0143__full_image__clean,sd24_0143__full_image__damaged,sd24_0143__full_image__restored,canonical__p017__full_image,0.8949633240699768,0.9945700168609619,0.09960669279098511,0.6609600186347961,0.979331374168396,0.31837135553359985,0.20898902416229248,0.1947795000160113,0.6632610999804456,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0143__content_region__feature_similarity,sd24_0143,sd24_0143,sd__can__p017__mixed_damage__p00_generic__s2026__2c755d38ac,p017_mixed_damage,p017_mixed_damage,p017_mixed_damage,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_mixed_damage,mixed_damage,p017_mixed_damage,mixed_damage,content_region,434688,101,0,667,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0143__content_region__clean,sd24_0143__content_region__damaged,sd24_0143__content_region__restored,canonical__p017__content_region,0.8363706469535828,0.9901951551437378,0.15382450819015503,0.7500307559967041,0.9860882759094238,0.23605751991271973,0.19494101405143738,0.17734239998389967,0.6632610999804456,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0143__mask_bbox_crop__feature_similarity,sd24_0143,sd24_0143,sd__can__p017__mixed_damage__p00_generic__s2026__2c755d38ac,p017_mixed_damage,p017_mixed_damage,p017_mixed_damage,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_mixed_damage,mixed_damage,p017_mixed_damage,mixed_damage,mask_bbox_crop,423801,59,25,710,676,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0143__mask_bbox_crop__clean,sd24_0143__mask_bbox_crop__damaged,sd24_0143__mask_bbox_crop__restored,canonical__p017__mask_bbox_crop,0.8182857036590576,0.9945501089096069,0.17626440525054932,0.7190065979957581,0.983393669128418,0.2643870711326599,0.22032573819160461,0.18510289999539964,0.6632610999804456,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0144__full_image__feature_similarity,sd24_0144,sd24_0144,sd__can__p017__scratch_thin__p00_generic__s2026__f10c730398,p017_scratch_thin,p017_scratch_thin,p017_scratch_thin,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_scratch_thin,scratch_thin,p017_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0144__full_image__clean,sd24_0144__full_image__damaged,sd24_0144__full_image__restored,canonical__p017__full_image,0.8943530917167664,0.982877790927887,0.0885246992111206,0.6676114797592163,0.9694547653198242,0.3018432855606079,0.19518399238586426,0.2014113000186626,0.6970412000082433,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0144__content_region__feature_similarity,sd24_0144,sd24_0144,sd__can__p017__scratch_thin__p00_generic__s2026__f10c730398,p017_scratch_thin,p017_scratch_thin,p017_scratch_thin,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_scratch_thin,scratch_thin,p017_scratch_thin,scratch_thin,content_region,434688,101,0,667,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0144__content_region__clean,sd24_0144__content_region__damaged,sd24_0144__content_region__restored,canonical__p017__content_region,0.8497340679168701,0.9751891493797302,0.1254550814628601,0.7537540197372437,0.9547741413116455,0.20102012157440186,0.16323760151863098,0.18952810001792386,0.6970412000082433,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0144__mask_bbox_crop__feature_similarity,sd24_0144,sd24_0144,sd__can__p017__scratch_thin__p00_generic__s2026__f10c730398,p017_scratch_thin,p017_scratch_thin,p017_scratch_thin,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_scratch_thin,scratch_thin,p017_scratch_thin,scratch_thin,mask_bbox_crop,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0144__mask_bbox_crop__clean,sd24_0144__mask_bbox_crop__damaged,sd24_0144__mask_bbox_crop__restored,canonical__p017__mask_bbox_crop,0.8943530917167664,0.982877790927887,0.0885246992111206,0.6676114797592163,0.9694547653198242,0.3018432855606079,0.19518399238586426,0.18797990001621656,0.6970412000082433,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0145__full_image__feature_similarity,sd24_0145,sd24_0145,sd__can__p017__zero__p00_generic__s2026__0113a9e7e5,p017_zero_control,p017_zero_control,p017_zero_control,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_zero_control,zero_control,p017_zero_control,zero_control,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0145__full_image__clean,sd24_0145__full_image__damaged,sd24_0145__full_image__restored,canonical__p017__full_image,1.0,1.0,0.0,0.9999999403953552,0.9999999403953552,0.0,0.0,0.17971789999864995,0.5050409999967087,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0145__content_region__feature_similarity,sd24_0145,sd24_0145,sd__can__p017__zero__p00_generic__s2026__0113a9e7e5,p017_zero_control,p017_zero_control,p017_zero_control,canonical,primary,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,stable_diffusion_inpainting,p017_zero_control,zero_control,p017_zero_control,zero_control,content_region,434688,101,0,667,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0145__content_region__clean,sd24_0145__content_region__damaged,sd24_0145__content_region__restored,canonical__p017__content_region,0.9999999403953552,0.9999999403953552,0.0,1.0,1.0,0.0,0.0,0.18157739998423494,0.5050409999967087,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0146__full_image__feature_similarity,sd24_0146,sd24_0146,sd__can__p018__loss_large__p00_generic__s2026__e0a0a503e3,p018_loss_large,p018_loss_large,p018_loss_large,canonical,primary,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,stable_diffusion_inpainting,p018_loss_large,loss_large,p018_loss_large,loss_large,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0146__full_image__clean,sd24_0146__full_image__damaged,sd24_0146__full_image__restored,canonical__p018__full_image,0.9203404784202576,0.9847570061683655,0.06441652774810791,0.9552357196807861,0.934866189956665,-0.020369529724121094,0.022023499011993408,0.19289440001011826,0.6181408999837004,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0146__content_region__feature_similarity,sd24_0146,sd24_0146,sd__can__p018__loss_large__p00_generic__s2026__e0a0a503e3,p018_loss_large,p018_loss_large,p018_loss_large,canonical,primary,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,stable_diffusion_inpainting,p018_loss_large,loss_large,p018_loss_large,loss_large,content_region,389376,0,130,768,637,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0146__content_region__clean,sd24_0146__content_region__damaged,sd24_0146__content_region__restored,canonical__p018__content_region,0.8580838441848755,0.985509991645813,0.1274261474609375,0.9656926393508911,0.9247586131095886,-0.04093402624130249,0.043246060609817505,0.1746380999975372,0.6181408999837004,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0146__mask_bbox_crop__feature_similarity,sd24_0146,sd24_0146,sd__can__p018__loss_large__p00_generic__s2026__e0a0a503e3,p018_loss_large,p018_loss_large,p018_loss_large,canonical,primary,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,stable_diffusion_inpainting,p018_loss_large,loss_large,p018_loss_large,loss_large,mask_bbox_crop,85264,51,260,343,552,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0146__mask_bbox_crop__clean,sd24_0146__mask_bbox_crop__damaged,sd24_0146__mask_bbox_crop__restored,canonical__p018__mask_bbox_crop,0.7772805690765381,0.9346997737884521,0.15741920471191406,0.8218283653259277,0.7779045104980469,-0.04392385482788086,0.0567476749420166,0.15113660000497475,0.6181408999837004,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0147__full_image__feature_similarity,sd24_0147,sd24_0147,sd__can__p018__loss_large__p01_style_period__s2026__31fafbae30,p018_loss_large,p018_loss_large,p018_loss_large,canonical,primary,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,stable_diffusion_inpainting,p018_loss_large,loss_large,p018_loss_large,loss_large,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0147__full_image__clean,sd24_0147__full_image__damaged,sd24_0147__full_image__restored,canonical__p018__full_image,0.9203404784202576,0.9851354956626892,0.06479501724243164,0.9552357196807861,0.9357913732528687,-0.01944434642791748,0.02267533540725708,0.19008100000792183,0.6336144999950193,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0147__content_region__feature_similarity,sd24_0147,sd24_0147,sd__can__p018__loss_large__p01_style_period__s2026__31fafbae30,p018_loss_large,p018_loss_large,p018_loss_large,canonical,primary,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,stable_diffusion_inpainting,p018_loss_large,loss_large,p018_loss_large,loss_large,content_region,389376,0,130,768,637,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0147__content_region__clean,sd24_0147__content_region__damaged,sd24_0147__content_region__restored,canonical__p018__content_region,0.8580838441848755,0.9864956736564636,0.12841182947158813,0.9656926393508911,0.926332950592041,-0.0393596887588501,0.04452607035636902,0.1915603999805171,0.6336144999950193,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0147__mask_bbox_crop__feature_similarity,sd24_0147,sd24_0147,sd__can__p018__loss_large__p01_style_period__s2026__31fafbae30,p018_loss_large,p018_loss_large,p018_loss_large,canonical,primary,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,stable_diffusion_inpainting,p018_loss_large,loss_large,p018_loss_large,loss_large,mask_bbox_crop,85264,51,260,343,552,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0147__mask_bbox_crop__clean,sd24_0147__mask_bbox_crop__damaged,sd24_0147__mask_bbox_crop__restored,canonical__p018__mask_bbox_crop,0.7772805690765381,0.9328845143318176,0.15560394525527954,0.8218283653259277,0.7490873336791992,-0.07274103164672852,0.04143145680427551,0.16920699999900535,0.6336144999950193,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
